Rank,University,Points
1,Santa Clara University,70.24
2,Oregon State University,62.9
3,University of Washington,62.89
4,Cornell University,62.74
5,Texas A&M University,62.18
6,Brigham Young University,61.77
7,Missouri University of Science and Technology,61.62
8,Rochester Institute of Technology,61.08
9,University of California Berkeley,61.06
10,Dartmouth College,60.83
11,Michigan State University,60.41
12,Central Piedmont Community College,59.65
13,University of Wisconsin-Madison,58.79
14,University of Missouri,58.68
15,University of Illinois at Urbana-Champaign,58.55
16,Rensselaer Polytechnic Institute,58.21
17,The Ohio State University,58.21
18,University of Texas at Arlington,58.02
19,University of Pennsylvania,57.95
20,University of Florida,57.71
21,Virginia Polytechnic Institute and State University,57.34
22,Georgia Institute of Technology,56.89
23,University of Michigan - Ann Arbor,56.62
24,University of Oklahoma,55.84
25,University of Cincinnati,55.81
26,Saginaw Valley State University,55.68
27,University of New Mexico,55.35
28,Auburn University,55.25
29,University of Kansas,55.16
30,University of California Los Angeles,54.17
31,The University of Akron,54.04
32,University of Maryland,54.02
33,The University of Texas at Dallas,53.82
34,Western Washington University,53.74
35,United States Naval Academy,53.71
36,University of Alabama,53.65
37,Purdue University - West Lafayette,53.5
38,South Dakota School of Mines and Technology,53.18
39,California State University Northridge,53.17
40,Clemson University,53.09
41,Northwestern University,53.03
42,Rose-Hulman Institute of Technology,51.85
43,California State Polytechnic University Pomona,51.56
44,University of Idaho,51.55
45,San José State University,51.29
46,Rutgers The State University of New Jersey,51.06
47,University of Minnesota Twin Cities,51.03
48,Kettering University,50.91
49,Pennsylvania State University,50.8
50,California State Polytechnic University - San Luis Obispo,50.64
51,University of South Florida,50.53
52,Michigan Technological University,50.48
53,Cooper Union,50.45
54,University of Colorado at Boulder,50.33
55,Lawrence Technological University,50.31
56,University of Southern California,50.22
57,Villanova University,50.05
58,Mississippi State University,49.89
59,Duke University,49.72
60,Penn State Harrisburg,49.58
61,University of Wyoming,49.36
62,University of Nebraska–Lincoln,49.3
63,California State University Chico,49.01
64,Wayne State University,48.67
65,University of Pittsburgh,48.63
66,LeTourneau University,48.45
67,Worcester Polytechnic Institute,48.3
68,University of Toledo,48.08
69,California State University Los Angeles,48.04
70,Grand Valley State University,48.0
71,University of Virginia,47.8
72,University of Connecticut,47.77
73,Oakland University,47.56
74,Minnesota State University Mankato,47.14
75,University of Texas at Austin,46.97
76,Iowa State University,46.93
77,San Diego State University,46.75
78,Colorado School of Mines,46.72
79,Hope College,46.7
80,University of Louisville,46.63
81,University of Kentucky,46.6
82,Tennessee Technological University,46.53
83,West Virginia University,46.44
84,North Carolina State University,46.42
85,Nicholls State University,46.39
86,The University of Michigan-Dearborn,45.8
87,Louisiana State University,45.7
88,University of California Santa Barbara,45.63
89,University of Alabama at Birmingham,45.57
90,Case Western Reserve University,45.56
91,Florida Atlantic University,45.15
92,Oklahoma State University - Stillwater,45.07
93,California Baptist University,44.94
94,University of Hawaii at Manoa,44.92
95,University of Houston,44.92
96,University of North Dakota,44.85
97,Northern Illinois University,44.77
98,University of Arizona,44.61
99,University of Portland,44.55
100,Massachusetts Institute of Technology,44.48
101,Lehigh University,44.47
102,Embry-Riddle Aeronautical University,44.46
103,Binghamton University,44.39
104,Kansas State University,44.33
105,California State University Sacramento,44.22
106,University of California San Diego,44.13
107,Brown University,44.06
108,University of Central Florida,44.01
109,Central Michigan University,43.98
110,Vanderbilt University,43.89
111,Lafayette College,43.87
112,Clarkson University,43.8
113,United States Air Force Academy,43.52
114,University of Illinois at Chicago,43.52
115,Montana State University - Bozeman,43.38
116,University of North Florida,43.1
117,University of Colorado Denver,42.96
118,Kennesaw State University,42.85
119,Texas Tech University,42.61
120,Purdue University - Northwest,42.48
121,University of Georgia,42.47
122,Colorado State University,42.28
123,State University of New York at Buffalo,42.23
124,North Carolina Agricultural and Technical State University,42.14
125,Western Michigan University,42.1
126,Pellissippi State Community College,41.9
127,Carnegie Mellon University,41.84
128,Arizona State University,41.57
129,Indiana University – Purdue University Indianapolis,41.53
130,University of New Hampshire,41.17
131,Bradley University,41.07
132,Columbia University,41.05
133,Pittsburg State University,41.05
134,University of North Texas,40.9
135,Wichita State University,40.76
136,University of North Carolina at Charlotte,39.38
137,Colorado Mesa University,39.27
138,University of South Carolina,39.2
139,University of Wisconsin-Platteville,39.02
140,Washington University in St. Louis,38.66
141,Cedarville University,38.58
142,York College of Pennsylvania,38.41
143,University of Delaware,38.25
144,FAMU-FSU College of Engineering,38.16
145,Oregon Institute of Technology,37.77
146,University of California Irvine,37.68
147,California State University Fullerton,37.57
148,South Dakota State University,37.07
149,Southern Methodist University,36.3
150,Drexel University,36.29
151,Loyola Marymount University,36.2
152,University of Maine,36.1
153,Stevens Institute of Technology,36.03
154,Georgia Southern University,35.92
155,Milwaukee School of Engineering,35.81
156,Monroe County Community College,35.35
157,University of Texas at San Antonio,35.17
158,University of Evansville,35.0
159,Old Dominion University,34.99
160,University of St. Thomas,34.92
161,Florida Institute of Technology,34.83
162,University of Massachusetts Lowell,34.8
163,Virginia Commonwealth University,34.4
164,University of California Davis,34.06
165,Florida International University,33.9
166,University of the Pacific,33.8
167,University of Louisiana at Lafayette,33.17
168,California State University Long Beach,33.12
169,University of Alabama in Huntsville,32.95
170,Southern Illinois University Carbondale,32.5
171,University of Utah,32.2
172,University of Minnesota Duluth,31.96
173,University of California Riverside,31.5
174,University of Hartford,31.33
175,Ferris State University,31.14
176,Portland State University,30.99
177,Temple University,30.47
178,St. Cloud State University,29.94
179,Syracuse University,29.61
180,Washington State University,29.51
181,Marquette University,28.79
182,Midwestern State University,27.7
183,Southern Illinois University Edwardsville,24.82
184,Alabama A&M University,24.8
185,Polytechnic Institute of New York University,24.34
186,California State University Fresno,23.84
187,Miami University,22.9
188,Philadelphia University,22.7
189,Texas State University,22.3
190,North Dakota State University,20.37
191,Union College,19.51
192,Saint Louis University,15.2
193,University of Iowa,15.2
194,New Jersey Institute of Technology,13.63
195,Middle Tennessee State University,6.27
196,City College of The City University of New York,0.0
197,Grand Canyon University,0.0
198,University of Massachusetts Dartmouth,0.0
199,Vaughn College of Aeronautics and Technology,0.0
