Rank,University,Lowest Place,#
1,Kettering University,1st,3
2,University of California Irvine,1st,2
3,University of Wisconsin-Madison,1st,2
4,Villanova University,1st,2
5,California Baptist University,1st,1
6,California State Polytechnic University - San Luis Obispo,1st,1
7,California State University Chico,1st,1
8,Lafayette College,1st,1
9,Rutgers The State University of New Jersey,1st,1
10,Texas A&M University,1st,1
11,The University of Akron,1st,1
12,University of California Berkeley,1st,1
13,Rochester Institute of Technology,2nd,2
14,Virginia Polytechnic Institute and State University,2nd,2
15,Brown University,2nd,1
16,California State University Los Angeles,2nd,1
17,Massachusetts Institute of Technology,2nd,1
18,Oklahoma State University - Stillwater,2nd,1
19,Oregon State University,2nd,1
20,Rensselaer Polytechnic Institute,2nd,1
21,United States Air Force Academy,2nd,1
22,University of California Los Angeles,2nd,1
23,University of California San Diego,2nd,1
24,University of Cincinnati,2nd,1
25,University of Hawaii at Manoa,2nd,1
26,University of Texas at Arlington,2nd,1
27,University of Washington,2nd,1
28,California State University Northridge,3rd,2
29,University of Oklahoma,3rd,2
30,Cornell University,3rd,1
31,Georgia Southern University,3rd,1
32,Iowa State University,3rd,1
33,Minnesota State University Mankato,3rd,1
34,San José State University,3rd,1
35,Tennessee Technological University,3rd,1
36,United States Naval Academy,3rd,1
37,University of Wisconsin-Platteville,3rd,1
38,Wichita State University,3rd,1
39,Worcester Polytechnic Institute,3rd,1
40,University of New Hampshire,4th,2
41,Drexel University,4th,1
42,Michigan Technological University,4th,1
43,South Dakota School of Mines and Technology,4th,1
44,The University of Michigan-Dearborn,4th,1
45,University of Hartford,4th,1
46,University of Michigan - Ann Arbor,4th,1
47,University of South Florida,4th,1
48,FAMU-FSU College of Engineering,5th,1
49,Rose-Hulman Institute of Technology,5th,1
50,Saginaw Valley State University,5th,1
51,The Ohio State University,5th,1
52,University of Connecticut,5th,1
53,University of Delaware,5th,1
54,University of Missouri,5th,1
55,University of Texas at Austin,5th,1
56,California State Polytechnic University Pomona,6th,1
57,California State University Sacramento,6th,1
58,Lehigh University,6th,1
59,Missouri University of Science and Technology,6th,1
60,University of Maryland,6th,1
61,University of Toledo,6th,1
62,California State University Fullerton,7th,2
63,Arizona State University,7th,1
64,Indiana University – Purdue University Indianapolis,7th,1
65,Northwestern University,7th,1
66,Purdue University - West Lafayette,7th,1
67,University of Kansas,7th,1
68,University of Nebraska–Lincoln,7th,1
