Rank,University,Points
1,Pellissippi State Community College,38.95
2,San José State University,37.97
3,Missouri University of Science and Technology,37.49
4,University of Texas at Arlington,37.26
5,Texas A&M University,36.41
6,University of Michigan - Ann Arbor,36.31
7,University of Washington,35.62
8,The University of Akron,35.45
9,Rochester Institute of Technology,33.28
10,University of California Berkeley,32.54
11,Cornell University,32.43
12,Santa Clara University,32.25
13,North Carolina State University,32.0
14,University of Wisconsin-Madison,31.15
15,Hope College,30.2
16,California State Polytechnic University Pomona,30.18
17,University of Minnesota Twin Cities,30.02
18,University of Virginia,29.8
19,Auburn University,29.47
20,University of Illinois at Urbana-Champaign,29.32
21,University of Missouri,28.86
22,Michigan State University,28.5
23,Brigham Young University,28.15
24,Clemson University,27.45
25,Virginia Polytechnic Institute and State University,27.36
26,University of Oklahoma,27.19
27,California State University Northridge,27.04
28,University of Maryland,27.04
29,Pennsylvania State University,26.55
30,Dartmouth College,26.48
31,Oregon State University,26.32
32,The Ohio State University,25.49
33,Saginaw Valley State University,25.24
34,Purdue University - West Lafayette,25.0
35,University of Florida,24.39
36,University of California San Diego,24.04
37,University of Cincinnati,23.89
38,University of Toledo,23.72
39,Western Washington University,23.72
40,Georgia Southern University,23.66
41,University of Nebraska–Lincoln,23.36
42,Georgia Institute of Technology,23.01
43,Rose-Hulman Institute of Technology,22.98
44,University of New Mexico,22.61
45,University of South Florida,22.18
46,Rutgers The State University of New Jersey,21.98
47,California State Polytechnic University - San Luis Obispo,21.54
48,Louisiana State University,20.81
49,Minnesota State University Mankato,20.78
50,Villanova University,20.23
51,California Baptist University,20.12
52,Rensselaer Polytechnic Institute,19.98
53,University of Pittsburgh,19.94
54,South Dakota School of Mines and Technology,19.8
55,University of Alabama,19.18
56,Embry-Riddle Aeronautical University,19.12
57,University of Kansas,18.94
58,Lawrence Technological University,17.68
59,Duke University,17.33
60,University of Pennsylvania,17.32
61,Michigan Technological University,17.26
62,Drexel University,16.78
63,Kennesaw State University,16.37
64,University of California Los Angeles,16.17
65,University of Connecticut,16.08
66,University of Idaho,15.97
67,Colorado State University,15.56
68,Washington University in St. Louis,15.38
69,Kettering University,15.24
70,Kansas State University,15.21
71,Oakland University,15.15
72,Southern Illinois University Carbondale,15.1
73,University of North Florida,14.97
74,Iowa State University,14.95
75,University of North Carolina at Charlotte,14.92
76,University of Evansville,14.85
77,The University of Michigan-Dearborn,14.82
