Rank,University,Lowest Place,#
79,Colorado School of Mines,11th,1
80,Kennesaw State University,11th,1
81,Louisiana State University,11th,1
82,Stevens Institute of Technology,11th,1
83,University of California Irvine,11th,1
84,University of California Los Angeles,11th,1
85,University of California San Diego,11th,1
86,University of Connecticut,11th,1
87,Minnesota State University Mankato,12th,2
88,Rose-Hulman Institute of Technology,12th,2
89,Carnegie Mellon University,12th,1
90,Clarkson University,12th,1
91,Duke University,12th,1
92,University of Colorado at Boulder,12th,1
93,University of Louisville,12th,1
94,University of North Dakota,12th,1
95,Washington University in St. Louis,12th,1
96,Brown University,13th,1
97,University of North Carolina at Charlotte,13th,1
98,York College of Pennsylvania,13th,1
99,Drexel University,14th,2
100,California Baptist University,14th,1
101,California State University Chico,14th,1
102,California State University Fresno,14th,1
103,Massachusetts Institute of Technology,14th,1
104,Temple University,14th,1
105,University of Arizona,14th,1
106,University of Idaho,14th,1
107,University of Southern California,14th,1
108,University of Evansville,15th,2
109,University of Pennsylvania,15th,2
110,Bradley University,15th,1
111,Central Piedmont Community College,15th,1
112,Florida Atlantic University,15th,1
113,LeTourneau University,15th,1
114,Southern Methodist University,15th,1
115,Wichita State University,15th,1
116,Worcester Polytechnic Institute,15th,1
117,Middle Tennessee State University,16th,1
118,Old Dominion University,16th,1
119,University of Illinois at Chicago,16th,1
120,University of Massachusetts Lowell,16th,1
121,Columbia University,17th,1
122,Montana State University - Bozeman,17th,1
123,University of Delaware,17th,1
124,Milwaukee School of Engineering,18th,1
125,Portland State University,18th,1
126,Tennessee Technological University,18th,1
127,University of California Davis,18th,1
128,Hope College,19th,1
129,Northwestern University,19th,1
130,Pellissippi State Community College,20th,1
131,Southern Illinois University Carbondale,20th,1
132,University of Wisconsin-Platteville,20th,1
133,University of Louisiana at Lafayette,21st,1
134,University of North Texas,21st,1
135,Marquette University,22nd,1
136,FAMU-FSU College of Engineering,23rd,1
137,Lafayette College,24th,1
138,Southern Illinois University Edwardsville,24th,1
139,United States Air Force Academy,24th,1
140,University of Hawaii at Manoa,25th,1
141,University of Texas at San Antonio,26th,1
142,Arizona State University,27th,2
143,Embry-Riddle Aeronautical University,27th,1
144,Georgia Southern University,27th,1
145,Grand Valley State University,27th,1
146,San Diego State University,27th,1
147,University of Kentucky,27th,1
148,University of North Florida,27th,1
149,University of Wyoming,28th,1
150,Washington State University,31st,1
151,University of Colorado Denver,32nd,1
152,University of Virginia,33rd,1
153,University of California Santa Barbara,35th,1
154,California State University Long Beach,38th,1
155,California State University Los Angeles,38th,1
156,Case Western Reserve University,38th,1
157,Ferris State University,38th,1
158,Florida Institute of Technology,38th,1
159,Texas Tech University,39th,2
160,University of Georgia,39th,1
161,North Carolina Agricultural and Technical State University,41st,1
162,University of California Riverside,41st,1
163,Nicholls State University,43rd,1
164,University of Alabama at Birmingham,43rd,1
165,Colorado Mesa University,44th,1
166,University of Houston,44th,1
167,North Dakota State University,46th,1
168,Union College,46th,1
169,Polytechnic Institute of New York University,47th,1
170,Florida International University,48th,1
171,The University of Texas at Dallas,48th,1
172,University of South Carolina,49th,1
173,Indiana University – Purdue University Indianapolis,51st,1
174,Purdue University - Northwest,51st,1
175,University of Minnesota Duluth,52nd,1
176,New Jersey Institute of Technology,53rd,1
177,Saint Louis University,53rd,1
178,Virginia Commonwealth University,53rd,1
179,Miami University,55th,1
180,University of St. Thomas,55th,1
181,Binghamton University,56th,1
182,Central Michigan University,56th,1
183,University of the Pacific,56th,1
184,Monroe County Community College,58th,1
185,Loyola Marymount University,63rd,1
186,University of Maine,63rd,1
187,St. Cloud State University,65th,1
188,Grand Canyon University,69th,1
189,Midwestern State University,75th,1
190,Penn State Harrisburg,75th,1
191,Philadelphia University,75th,1
192,University of Portland,77th,1
193,University of Alabama in Huntsville,79th,1
194,University of Iowa,80th,1
195,Alabama A&M University,84th,1
196,City College of The City University of New York,106th,1
197,Texas State University,N/A,0
198,University of Massachusetts Dartmouth,N/A,0
199,Vaughn College of Aeronautics and Technology,N/A,0
