Rank,University,Lowest Place,#
1,University of Texas at Arlington,1st,4
2,University of Wisconsin-Madison,1st,4
3,Rochester Institute of Technology,1st,3
4,Cornell University,1st,2
5,Georgia Institute of Technology,1st,2
6,University of Illinois at Urbana-Champaign,1st,2
7,University of Washington,1st,2
8,Auburn University,1st,1
9,Michigan State University,1st,1
10,Pennsylvania State University,1st,1
11,San José State University,1st,1
12,University of Kansas,1st,1
13,University of Michigan - Ann Arbor,1st,1
14,University of Oklahoma,1st,1
15,Rutgers The State University of New Jersey,2nd,2
16,Missouri University of Science and Technology,2nd,1
17,Oregon State University,2nd,1
18,Purdue University - West Lafayette,2nd,1
19,Texas A&M University,2nd,1
20,The Ohio State University,2nd,1
21,The University of Akron,2nd,1
22,University of Florida,2nd,1
23,University of Missouri,2nd,1
24,Virginia Polytechnic Institute and State University,2nd,1
25,California State Polytechnic University - San Luis Obispo,3rd,1
26,Northern Illinois University,3rd,1
27,University of Cincinnati,3rd,1
28,University of Maryland,3rd,1
29,Western Washington University,3rd,1
30,Brigham Young University,4th,1
31,Kettering University,4th,1
32,Lehigh University,4th,1
33,North Carolina State University,4th,1
34,South Dakota School of Mines and Technology,4th,1
35,The University of Michigan-Dearborn,4th,1
36,University of California Berkeley,4th,1
37,Michigan Technological University,5th,2
38,University of Alabama,5th,2
39,California State Polytechnic University Pomona,5th,1
40,Cedarville University,5th,1
41,Iowa State University,5th,1
42,Mississippi State University,5th,1
43,Oklahoma State University - Stillwater,5th,1
44,Pittsburg State University,5th,1
45,State University of New York at Buffalo,5th,1
46,University of Nebraska–Lincoln,6th,2
47,California State University Northridge,6th,1
48,Lawrence Technological University,6th,1
49,University of New Mexico,7th,2
50,California State University Sacramento,7th,1
51,Clemson University,7th,1
52,Colorado State University,7th,1
53,Dartmouth College,7th,1
54,Kansas State University,7th,1
55,Oakland University,7th,1
56,Oregon Institute of Technology,7th,1
57,Rensselaer Polytechnic Institute,7th,1
58,Santa Clara University,7th,1
59,University of Hartford,7th,1
60,University of Pittsburgh,7th,1
61,University of South Florida,7th,1
62,University of Utah,7th,1
63,Villanova University,7th,1
64,Wayne State University,7th,1
65,West Virginia University,7th,1
66,University of Minnesota Twin Cities,8th,2
67,Cooper Union,8th,1
68,South Dakota State University,8th,1
69,University of Central Florida,8th,1
70,University of Texas at Austin,8th,1
71,Syracuse University,9th,1
72,Vanderbilt University,9th,1
73,Western Michigan University,9th,1
74,Saginaw Valley State University,10th,1
75,United States Naval Academy,10th,1
76,University of New Hampshire,10th,1
77,University of Toledo,10th,1
78,California State University Fullerton,11th,1
