Rank,University,Points
1,University of Virginia,68.8
2,San José State University,62.64
3,Cornell University,60.73
4,University of Michigan - Ann Arbor,60.15
5,North Carolina State University,58.27
6,Villanova University,58.24
7,Texas A&M University,57.81
8,Brigham Young University,57.57
9,Michigan State University,55.06
10,University of Illinois at Urbana-Champaign,54.67
11,Rochester Institute of Technology,54.46
12,Missouri University of Science and Technology,54.44
13,Auburn University,53.67
14,Saginaw Valley State University,52.4
15,Oregon State University,52.04
16,California State University Northridge,51.98
17,University of Florida,51.72
18,University of Texas at Arlington,51.7
19,The Ohio State University,51.16
20,University of Washington,50.2
21,California State Polytechnic University Pomona,50.06
22,Santa Clara University,49.96
23,Pennsylvania State University,49.47
24,The University of Akron,49.43
25,University of Wisconsin-Madison,48.42
26,University of Maryland,46.97
27,University of Nebraska–Lincoln,46.87
28,University of Missouri,46.3
29,Georgia Southern University,46.18
30,University of Pittsburgh,45.84
31,Clemson University,45.35
32,Pellissippi State Community College,44.8
33,Embry-Riddle Aeronautical University,44.5
34,University of Minnesota Twin Cities,44.18
35,University of Kansas,44.15
36,Alabama A&M University,43.6
37,Rensselaer Polytechnic Institute,43.55
38,University of Cincinnati,43.48
39,Virginia Polytechnic Institute and State University,43.2
40,Central Michigan University,42.62
41,Dartmouth College,42.56
42,University of Alabama,42.51
43,Hope College,42.3
44,University of New Mexico,42.16
45,University of California San Diego,41.89
46,Purdue University - West Lafayette,41.37
47,Western Washington University,40.05
48,University of Alabama in Huntsville,39.58
49,Florida Atlantic University,39.43
50,Georgia Institute of Technology,38.98
51,Penn State Harrisburg,38.83
52,Louisiana State University,38.56
53,Minnesota State University Mankato,38.36
54,University of Idaho,38.3
55,Oakland University,38.17
56,California Baptist University,37.83
57,Brown University,37.59
58,Southern Methodist University,37.43
59,Rutgers The State University of New Jersey,37.42
60,University of South Florida,37.31
61,University of Toledo,37.14
62,Michigan Technological University,36.86
63,University of Oklahoma,36.83
64,University of the Pacific,36.7
65,Indiana University – Purdue University Indianapolis,36.25
66,University of Connecticut,36.18
67,Lawrence Technological University,35.4
68,University of California Berkeley,33.93
69,Washington University in St. Louis,33.32
70,Milwaukee School of Engineering,33.24
71,Kennesaw State University,32.5
72,North Carolina Agricultural and Technical State University,32.26
73,University of Texas at Austin,32.15
74,Lafayette College,31.89
