Rank,University,Lowest Place,#
1,Cornell University,1st,6
2,Texas A&M University,1st,5
3,University of Michigan - Ann Arbor,1st,4
4,Missouri University of Science and Technology,1st,2
5,Rochester Institute of Technology,1st,2
6,The University of Akron,1st,2
7,University of Illinois at Urbana-Champaign,1st,2
8,University of Texas at Arlington,1st,2
9,Auburn University,1st,1
10,California State Polytechnic University Pomona,1st,1
11,Oregon State University,1st,1
12,San José State University,1st,1
13,University of Kansas,1st,1
14,University of Toledo,1st,1
15,University of Washington,1st,1
16,University of Wisconsin-Madison,1st,1
17,Georgia Institute of Technology,2nd,2
18,Michigan State University,2nd,2
19,University of Florida,2nd,2
20,University of Oklahoma,2nd,2
21,Drexel University,2nd,1
22,Purdue University - West Lafayette,2nd,1
23,Rensselaer Polytechnic Institute,2nd,1
24,Rose-Hulman Institute of Technology,2nd,1
25,University of Maryland,2nd,1
26,University of Missouri,2nd,1
27,Villanova University,2nd,1
28,Iowa State University,3rd,2
29,Virginia Polytechnic Institute and State University,3rd,2
30,Kansas State University,3rd,1
31,The Ohio State University,3rd,1
32,University of Cincinnati,3rd,1
33,University of Connecticut,3rd,1
34,University of Minnesota Twin Cities,3rd,1
35,Pennsylvania State University,4th,1
36,The University of Michigan-Dearborn,4th,1
37,University of Pittsburgh,4th,1
38,University of South Florida,4th,1
39,Western Washington University,4th,1
40,California State University Northridge,5th,1
41,California State University Sacramento,5th,1
42,Clemson University,5th,1
43,Dartmouth College,5th,1
44,Oakland University,5th,1
45,University of California Los Angeles,5th,1
46,University of North Carolina at Charlotte,5th,1
47,California State Polytechnic University - San Luis Obispo,6th,2
48,Clarkson University,6th,1
49,Kettering University,6th,1
50,Lawrence Technological University,6th,1
51,Massachusetts Institute of Technology,6th,1
52,North Carolina State University,6th,1
53,Rutgers The State University of New Jersey,6th,1
54,Stevens Institute of Technology,6th,1
55,University of New Mexico,6th,1
56,Brown University,7th,1
57,Oregon Institute of Technology,7th,1
58,South Dakota School of Mines and Technology,7th,1
59,State University of New York at Buffalo,7th,1
60,University of Alabama,7th,1
61,University of California Berkeley,7th,1
62,University of Louisville,7th,1
63,University of Texas at Austin,7th,1
64,Worcester Polytechnic Institute,7th,1
65,University of Nebraska–Lincoln,8th,2
66,Hope College,8th,1
67,Minnesota State University Mankato,8th,1
68,South Dakota State University,8th,1
69,University of Idaho,8th,1
70,University of Louisiana at Lafayette,8th,1
71,University of California San Diego,9th,2
72,California Baptist University,9th,1
73,California State University Chico,9th,1
74,Colorado State University,9th,1
75,Louisiana State University,9th,1
76,Milwaukee School of Engineering,9th,1
77,North Carolina Agricultural and Technical State University,9th,1
78,California State University Fullerton,10th,1
79,Michigan Technological University,10th,1
80,Saginaw Valley State University,10th,1
