Rank,University,Points
1,The University of Akron,3680.82
2,Rochester Institute of Technology,3433.93
3,Missouri University of Science and Technology,2957.31
4,University of Toledo,2789.94
5,University of Illinois at Urbana-Champaign,2767.59
6,University of Michigan - Ann Arbor,2703.57
7,University of Wisconsin-Madison,2501.58
8,University of Missouri,2443.12
9,University of Cincinnati,2362.22
10,University of Kansas,2346.38
11,Auburn University,2342.47
12,Michigan State University,2290.61
13,California State Polytechnic University Pomona,2070.04
14,Kettering University,2069.77
15,Rutgers The State University of New Jersey,2054.2
16,University of Oklahoma,2048.72
17,Georgia Institute of Technology,2043.45
18,Rensselaer Polytechnic Institute,2030.51
19,The Ohio State University,1967.11
20,University of Pittsburgh,1919.88
21,Iowa State University,1902.75
22,Virginia Polytechnic Institute and State University,1902.29
23,Oakland University,1870.69
24,Purdue University - West Lafayette,1787.49
25,University of Texas at Arlington,1781.21
26,University of Florida,1774.73
27,Clemson University,1739.17
28,Brown University,1733.13
29,University of Washington,1726.58
30,Cornell University,1705.78
31,The University of Michigan-Dearborn,1603.01
32,Pennsylvania State University,1601.9
33,North Carolina State University,1558.48
34,Wayne State University,1520.71
35,Kansas State University,1507.77
36,Saginaw Valley State University,1493.88
37,University of South Florida,1484.51
38,Duke University,1435.18
39,University of Maryland,1423.92
40,San José State University,1386.2
41,Lawrence Technological University,1349.05
42,Texas A&M University,1335.14
43,Bradley University,1329.89
44,California State University Northridge,1306.68
45,Northern Illinois University,1305.36
46,Kennesaw State University,1290.86
47,South Dakota School of Mines and Technology,1257.51
48,University of New Mexico,1253.0
49,Michigan Technological University,1249.32
50,University of Minnesota Twin Cities,1238.18
51,Minnesota State University Mankato,1237.01
52,Oklahoma State University - Stillwater,1187.25
53,University of New Hampshire,1185.97
54,United States Naval Academy,1179.59
55,University of Central Florida,1177.55
56,University of Illinois at Chicago,1173.61
57,Lehigh University,1164.21
58,Dartmouth College,1159.73
59,Drexel University,1124.21
60,Columbia University,1121.64
61,California State Polytechnic University - San Luis Obispo,1120.06
62,Western Washington University,1106.3
63,Louisiana State University,1096.26
64,University of Texas at Austin,1078.01
65,University of Hartford,1074.4
66,United States Air Force Academy,1063.14
67,University of Arizona,1059.85
68,University of North Carolina at Charlotte,1049.87
69,University of California Berkeley,1046.15
70,Tennessee Technological University,1041.02
71,University of Nebraska–Lincoln,1031.9
72,South Dakota State University,992.7
73,Clarkson University,991.81
74,Colorado State University,986.15
75,Temple University,969.11
76,Washington University in St. Louis,966.22
77,California State University Sacramento,963.17
78,University of Delaware,959.85
79,Western Michigan University,958.77
80,Villanova University,947.4
81,University of North Dakota,943.94
82,University of Southern California,942.17
83,University of Wisconsin-Platteville,918.26
84,Georgia Southern University,899.91
85,University of Colorado at Boulder,899.12
86,University of Connecticut,870.09
87,San Diego State University,867.0
88,Worcester Polytechnic Institute,860.34
89,University of Alabama,859.08
90,Cooper Union,846.69
91,University of Evansville,842.42
92,Rose-Hulman Institute of Technology,811.8
93,Oregon State University,805.59
94,University of Louisville,780.15
95,York College of Pennsylvania,773.04
96,Northwestern University,767.9
97,Florida Atlantic University,755.2
98,Carnegie Mellon University,736.29
99,State University of New York at Buffalo,725.09
100,Vanderbilt University,709.72
101,Ferris State University,692.24
102,Florida Institute of Technology,687.35
103,University of California San Diego,669.64
104,Old Dominion University,666.87
105,Texas Tech University,661.18
106,University of California Irvine,653.06
107,Wichita State University,647.0
108,Massachusetts Institute of Technology,630.71
109,University of North Florida,619.0
110,Colorado School of Mines,617.1
111,University of Texas at San Antonio,604.82
112,California State University Fullerton,602.7
113,Mississippi State University,602.62
114,Southern Illinois University Carbondale,601.56
115,North Dakota State University,580.68
116,St. Cloud State University,576.06
117,Portland State University,564.58
118,University of North Texas,551.5
119,Washington State University,548.98
120,University of Pennsylvania,544.08
121,West Virginia University,520.94
122,Monroe County Community College,520.66
123,California State University Chico,520.2
124,Cedarville University,510.86
125,University of California Los Angeles,509.8
126,University of Idaho,501.42
127,Lafayette College,495.44
128,Arizona State University,489.17
129,Saint Louis University,464.86
130,University of California Davis,459.32
131,Oregon Institute of Technology,455.0
132,University of Colorado Denver,452.51
133,University of Utah,450.13
