Rank,University,Lowest Place,#
1,Rochester Institute of Technology,1st,4
2,University of Missouri,1st,3
3,University of Wisconsin-Madison,1st,3
4,Georgia Institute of Technology,1st,2
5,University of Pittsburgh,1st,2
6,Vanderbilt University,1st,2
7,Virginia Polytechnic Institute and State University,1st,2
8,Clemson University,1st,1
9,Cornell University,1st,1
10,Kettering University,1st,1
11,Michigan State University,1st,1
12,Oregon State University,1st,1
13,Texas A&M University,1st,1
14,The Ohio State University,1st,1
15,The University of Akron,1st,1
16,University of California Berkeley,1st,1
17,University of Illinois at Urbana-Champaign,1st,1
18,University of Michigan - Ann Arbor,1st,1
19,University of Texas at Arlington,1st,1
20,University of Washington,1st,1
21,Worcester Polytechnic Institute,1st,1
22,Missouri University of Science and Technology,2nd,3
23,California State Polytechnic University Pomona,2nd,2
24,Dartmouth College,2nd,1
25,Florida Atlantic University,2nd,1
26,Purdue University - West Lafayette,2nd,1
27,University of Arizona,2nd,1
28,University of Maryland,2nd,1
29,University of South Florida,2nd,1
30,Auburn University,3rd,3
31,Lawrence Technological University,3rd,2
32,Iowa State University,3rd,1
33,Rensselaer Polytechnic Institute,3rd,1
34,Rose-Hulman Institute of Technology,3rd,1
35,Saginaw Valley State University,3rd,1
36,Santa Clara University,3rd,1
37,South Dakota School of Mines and Technology,3rd,1
38,University of Florida,3rd,1
39,University of Illinois at Chicago,3rd,1
40,University of Kansas,3rd,1
41,University of Kentucky,3rd,1
42,University of Texas at Austin,3rd,1
43,California State University Los Angeles,4th,1
44,Louisiana State University,4th,1
45,Rutgers The State University of New Jersey,4th,1
46,San Diego State University,4th,1
47,State University of New York at Buffalo,4th,1
48,Tennessee Technological University,4th,1
49,United States Naval Academy,4th,1
50,University of Connecticut,4th,1
51,University of New Mexico,4th,1
52,University of Oklahoma,4th,1
53,University of Toledo,4th,1
54,University of Cincinnati,5th,3
55,California State University Northridge,5th,1
56,Kansas State University,5th,1
57,Lehigh University,5th,1
58,Old Dominion University,5th,1
59,University of Colorado at Boulder,5th,1
60,University of Delaware,5th,1
61,West Virginia University,5th,1
62,Cooper Union,6th,1
63,San José State University,6th,1
64,The University of Michigan-Dearborn,6th,1
65,University of Alabama,6th,1
66,University of Minnesota Twin Cities,6th,1
67,University of Southern California,6th,1
68,Western Washington University,7th,4
69,Brigham Young University,7th,1
70,Colorado School of Mines,7th,1
71,Michigan Technological University,7th,1
72,North Carolina State University,7th,1
73,Oakland University,7th,1
74,University of Louisville,7th,1
75,University of Pennsylvania,7th,1
