Rank,University,Points
1,Texas A&M University,123.27
2,University of Texas at Arlington,118.33
3,Missouri University of Science and Technology,109.75
4,University of Washington,99.73
5,Rochester Institute of Technology,99.51
6,Cornell University,97.3
7,University of Wisconsin-Madison,96.41
8,University of Florida,90.44
9,Oregon State University,89.62
10,University of Illinois at Urbana-Champaign,89.15
11,University of Michigan - Ann Arbor,89.1
12,San José State University,88.44
13,University of Kansas,86.69
14,Michigan State University,85.93
15,The Ohio State University,85.34
16,Georgia Institute of Technology,83.02
17,The University of Akron,82.79
18,University of Missouri,81.05
19,California State University Northridge,80.68
20,Virginia Polytechnic Institute and State University,80.5
21,Dartmouth College,79.6
22,Purdue University - West Lafayette,77.55
23,University of California Berkeley,76.99
24,Auburn University,76.68
25,California State Polytechnic University Pomona,75.55
26,Western Washington University,75.12
27,Santa Clara University,73.09
28,University of Cincinnati,72.88
29,Clemson University,72.86
30,Hope College,72.48
31,University of New Mexico,71.55
32,University of Minnesota Twin Cities,70.94
33,Pennsylvania State University,70.8
34,University of Maryland,70.1
35,University of Oklahoma,69.89
36,University of Toledo,69.41
37,Rensselaer Polytechnic Institute,69.09
38,Rose-Hulman Institute of Technology,66.81
39,University of Nebraska–Lincoln,66.41
40,North Carolina State University,64.59
41,Indiana University – Purdue University Indianapolis,63.25
42,University of Idaho,60.89
43,University of North Carolina at Charlotte,60.84
44,California State Polytechnic University - San Luis Obispo,60.44
45,University of Pittsburgh,60.35
46,Rutgers The State University of New Jersey,59.02
47,Kennesaw State University,58.7
48,Lawrence Technological University,57.98
49,Saginaw Valley State University,57.47
50,South Dakota School of Mines and Technology,57.47
51,University of California San Diego,57.34
52,Iowa State University,56.24
53,California Baptist University,55.78
54,State University of New York at Buffalo,55.23
55,University of South Florida,54.34
56,Oakland University,53.49
57,University of Virginia,53.3
58,University of Southern California,53.05
59,University of Connecticut,52.52
60,University of Alabama,52.04
61,Kettering University,51.02
62,Minnesota State University Mankato,51.02
63,Georgia Southern University,50.91
64,Villanova University,50.91
65,Drexel University,50.64
66,Louisiana State University,50.51
67,University of Portland,50.27
68,University of North Texas,49.51
69,The University of Michigan-Dearborn,48.74
70,Kansas State University,48.39
71,Michigan Technological University,47.52
72,Colorado State University,47.04
73,Embry-Riddle Aeronautical University,46.81
74,Oklahoma State University - Stillwater,46.77
75,Western Michigan University,46.14
76,University of Texas at Austin,45.73
77,University of Kentucky,45.14
78,Case Western Reserve University,45.08
79,California State University Sacramento,45.03
80,University of Wyoming,44.0
81,Duke University,43.87
82,Milwaukee School of Engineering,42.81
