Rank,University,Points
1,Rochester Institute of Technology,8906.76
2,The University of Akron,7616.27
3,University of Michigan - Ann Arbor,7152.89
4,Missouri University of Science and Technology,6129.49
5,Auburn University,5426.81
6,University of Kansas,5293.18
7,Cornell University,5224.04
8,University of Wisconsin-Madison,4951.01
9,University of Texas at Arlington,4802.67
10,University of Toledo,4674.13
11,University of Illinois at Urbana-Champaign,4604.93
12,University of Missouri,4589.2
13,Clemson University,4310.31
14,Michigan State University,4303.59
15,University of Washington,4298.42
16,The Ohio State University,4084.14
17,California State Polytechnic University Pomona,3971.76
18,University of Florida,3783.18
19,Georgia Institute of Technology,3656.7
20,University of Cincinnati,3560.59
21,University of Oklahoma,3551.31
22,Texas A&M University,3379.75
23,Dartmouth College,2994.74
24,Rutgers The State University of New Jersey,2736.25
25,Virginia Polytechnic Institute and State University,2715.78
26,North Carolina State University,2704.71
27,Rensselaer Polytechnic Institute,2701.77
28,Purdue University - West Lafayette,2620.6
29,Kettering University,2583.58
30,Brown University,2580.52
31,California State University Northridge,2552.62
32,Iowa State University,2500.32
33,Pennsylvania State University,2407.48
34,University of Connecticut,2344.68
35,University of Pittsburgh,2340.46
36,The University of Michigan-Dearborn,2330.25
37,San José State University,2146.8
38,California State Polytechnic University - San Luis Obispo,2144.64
39,University of Minnesota Twin Cities,2116.88
40,Oakland University,2098.22
41,Western Washington University,2060.18
42,Drexel University,1985.62
43,University of South Florida,1950.19
44,University of Maryland,1890.45
45,Saginaw Valley State University,1821.7
46,University of Texas at Austin,1736.45
47,Duke University,1726.84
48,Kennesaw State University,1609.96
49,California State University Sacramento,1599.31
50,Oregon State University,1565.67
51,University of North Carolina at Charlotte,1527.41
52,Michigan Technological University,1502.08
53,Louisiana State University,1430.17
54,Clarkson University,1401.31
55,South Dakota School of Mines and Technology,1304.94
56,University of New Mexico,1260.82
57,Lawrence Technological University,1193.36
58,Villanova University,1166.7
59,Kansas State University,1115.23
60,Worcester Polytechnic Institute,1070.02
61,Florida Atlantic University,1035.8
62,University of California San Diego,1029.4
63,Rose-Hulman Institute of Technology,1000.6
64,Massachusetts Institute of Technology,981.12
65,Minnesota State University Mankato,940.29
66,University of Southern California,919.58
67,University of Central Florida,915.38
68,Wayne State University,894.6
69,Georgia Southern University,891.0
70,State University of New York at Buffalo,865.36
71,University of Alabama,862.11
72,University of California Berkeley,817.0
73,University of Nebraska–Lincoln,811.65
74,University of Colorado at Boulder,792.61
75,Colorado State University,713.4
76,University of Hartford,707.52
77,Milwaukee School of Engineering,698.48
78,University of Delaware,682.12
79,Oklahoma State University - Stillwater,677.22
80,California State University Fullerton,614.4
81,University of New Hampshire,614.07
82,South Dakota State University,609.8
83,University of Evansville,592.5
84,West Virginia University,585.41
85,Oregon Institute of Technology,574.8
86,Portland State University,565.8
87,Bradley University,565.59
88,Vanderbilt University,525.61
89,Colorado School of Mines,520.94
90,University of North Texas,518.7
91,Carnegie Mellon University,516.28
92,University of California Irvine,505.39
93,Temple University,498.88
94,Western Michigan University,497.2
95,Southern Illinois University Carbondale,471.48
96,Washington University in St. Louis,458.36
97,Hope College,456.9
98,University of North Dakota,453.92
99,University of California Los Angeles,453.7
100,University of Idaho,447.2
101,University of Wisconsin-Platteville,447.01
102,Lafayette College,440.19
103,University of Pennsylvania,424.7
104,University of Louisville,409.46
105,University of North Florida,398.7
106,California State University Chico,363.5
107,Indiana University – Purdue University Indianapolis,336.8
108,Northern Illinois University,325.73
109,Lehigh University,319.1
110,Wichita State University,315.8
111,Mississippi State University,315.66
112,Stevens Institute of Technology,314.72
113,Tennessee Technological University,309.99
114,University of Wyoming,305.83
115,Old Dominion University,304.12
116,Columbia University,290.0
117,Cedarville University,288.25
118,United States Naval Academy,286.58
119,University of California Davis,279.69
120,Cooper Union,270.7
121,University of Arizona,269.9
122,Northwestern University,269.0
123,Florida Institute of Technology,268.8
124,Union College,255.65
125,North Carolina Agricultural and Technical State University,252.21
126,University of Texas at San Antonio,242.0
127,California Baptist University,237.0
128,LeTourneau University,235.3
129,Texas Tech University,235.0
130,Montana State University - Bozeman,233.24
131,Arizona State University,227.6
132,University of Utah,217.16
133,University of Illinois at Chicago,210.8
134,St. Cloud State University,201.61
135,Central Michigan University,197.0
136,California State University Fresno,185.93
137,Monroe County Community College,170.05
138,North Dakota State University,167.43
139,Syracuse University,164.91
140,Santa Clara University,162.74
141,University of Minnesota Duluth,159.0
142,University of California Riverside,158.9
143,California State University Los Angeles,156.1
144,San Diego State University,151.4
145,University of Colorado Denver,151.1
146,University of Virginia,145.9
147,University of Hawaii at Manoa,143.4
148,University of Houston,141.0
149,Marquette University,137.41
150,United States Air Force Academy,133.1
151,Florida International University,133.0
152,University of Kentucky,133.0
153,York College of Pennsylvania,113.0
154,Washington State University,111.78
155,Penn State Harrisburg,109.2
156,Grand Valley State University,104.4
157,Case Western Reserve University,103.88
158,Southern Methodist University,101.0
159,FAMU-FSU College of Engineering,100.81
160,California State University Long Beach,95.2
161,University of the Pacific,92.8
