Rank,University,Points
1,University of Bath,905.53
2,Oxford Brookes University,347.5
3,University Of Hertfordshire,322.86
4,University of Strathclyde,273.02
5,University of Nottingham,247.8
6,University of Surrey,246.9
7,Imperial College London,193.6
8,University of Southampton,193.3
9,University of Warwick,193.2
10,Loughborough University,179.3
11,University of Birmingham,162.8
12,Lancaster  University,145.5
13,Queen's University Belfast,142.1
14,University of Sussex,138.2
15,Liverpool John Moores University,86.6
16,Heriot-Watt University,79.0
17,University of Oxford,65.0
18,Brunel University London,59.0
19,Manchester Metropolitan University,53.2
20,Newcastle University,48.0
21,Kingston University,38.8
22,University of Bristol,32.9
23,Coventry University,32.6
24,University of Leicester,0.6
