Rank,University,Points
1,University Of Hertfordshire,12.65
2,University of Surrey,11.32
3,University of Nottingham,8.43
4,University of Bath,7.28
5,Newcastle University,3.75
6,Brunel University London,0.0
7,Coventry University,0.0
8,Heriot-Watt University,0.0
9,Imperial College London,0.0
10,Kingston University,0.0
11,Lancaster  University,0.0
12,Liverpool John Moores University,0.0
13,Loughborough University,0.0
14,Manchester Metropolitan University,0.0
15,Oxford Brookes University,0.0
16,Queen's University Belfast,0.0
17,University of Birmingham,0.0
18,University of Bristol,0.0
19,University of Leicester,0.0
20,University of Oxford,0.0
21,University of Southampton,0.0
22,University of Strathclyde,0.0
23,University of Sussex,0.0
24,University of Warwick,0.0
