Rank,University,Points
1,Heriot-Watt University,91.55
2,University of Glasgow,89.3
3,Queen's University Belfast,81.87
4,University of Nottingham,78.75
5,Oxford Brookes University,78.65
6,University Of Hertfordshire,77.81
7,University of Birmingham,75.93
8,Loughborough University,74.9
9,University of Warwick,73.4
10,University of Strathclyde,69.99
11,University of Southampton,69.1
12,University of Sussex,66.37
13,University of Oxford,64.03
14,University of Bath,59.89
15,Liverpool John Moores University,55.15
16,Kingston University,54.07
17,University of Liverpool,52.2
18,Brunel University London,48.01
19,University of Surrey,47.64
20,Imperial College London,43.88
21,University of Bristol,43.85
22,Coventry University,41.35
23,University of Leicester,32.55
24,Newcastle University,28.15
25,Lancaster  University,26.82
26,Manchester Metropolitan University,22.2
