Rank,University,Points
1,University of Bath,3944
2,Oxford Brookes University,2245
3,University Of Hertfordshire,1443
4,University of Strathclyde,1434
5,University of Nottingham,1178
6,University of Surrey,1112
7,Loughborough University,894
8,University of Warwick,891
9,University of Southampton,868
10,Imperial College London,845
11,Queen's University Belfast,759
12,University of Birmingham,756
13,University of Glasgow,687
14,Coventry University,591
15,Lancaster  University,480
16,Brunel University London,479
17,University of Sussex,456
18,Heriot-Watt University,439
19,University of Liverpool,318
20,Kingston University,291
21,Liverpool John Moores University,270
22,University of Oxford,207
23,Newcastle University,205
24,University of Bristol,142
25,Manchester Metropolitan University,133
26,University of Leicester,106
