Rank,University,Points
1,University of Bath,156.7
2,Oxford Brookes University,141.3
3,University of Strathclyde,115.11
4,Coventry University,90.9
5,University of Surrey,45.3
6,University Of Hertfordshire,37.96
7,University of Nottingham,33.7
8,University of Warwick,24.1
9,Newcastle University,7.5
10,Brunel University London,0.0
11,Heriot-Watt University,0.0
12,Imperial College London,0.0
13,Kingston University,0.0
14,Lancaster  University,0.0
15,Liverpool John Moores University,0.0
16,Loughborough University,0.0
17,Manchester Metropolitan University,0.0
18,Queen's University Belfast,0.0
19,University of Birmingham,0.0
20,University of Bristol,0.0
21,University of Glasgow,0.0
22,University of Leicester,0.0
23,University of Liverpool,0.0
24,University of Oxford,0.0
25,University of Southampton,0.0
26,University of Sussex,0.0
