Rank,University,Points
1,University of Southampton,350.0
2,University of Strathclyde,321.0
3,University of Bath,314.75
4,University Of Hertfordshire,308.67
5,Oxford Brookes University,269.5
6,Heriot-Watt University,264.0
7,University of Nottingham,247.5
8,University of Surrey,234.25
9,Queen's University Belfast,216.0
10,Imperial College London,196.5
11,University of Sussex,182.0
12,University of Birmingham,168.0
13,Coventry University,154.0
14,Manchester Metropolitan University,133.0
15,Liverpool John Moores University,131.0
16,University of Warwick,120.67
17,Lancaster  University,120.0
18,Newcastle University,102.5
19,Kingston University,97.0
20,Loughborough University,95.0
21,University of Bristol,71.0
22,University of Oxford,66.0
23,University of Leicester,53.0
24,Brunel University London,17.0
