Rank,University,Points
1,University of Surrey,31.3
2,University of Bath,16.2
3,University Of Hertfordshire,3.5
4,Brunel University London,0.0
5,Coventry University,0.0
6,Heriot-Watt University,0.0
7,Imperial College London,0.0
8,Kingston University,0.0
9,Lancaster  University,0.0
10,Liverpool John Moores University,0.0
11,Loughborough University,0.0
12,Manchester Metropolitan University,0.0
13,Newcastle University,0.0
14,Oxford Brookes University,0.0
15,Queen's University Belfast,0.0
16,University of Birmingham,0.0
17,University of Bristol,0.0
18,University of Leicester,0.0
19,University of Nottingham,0.0
20,University of Oxford,0.0
21,University of Southampton,0.0
22,University of Strathclyde,0.0
23,University of Sussex,0.0
24,University of Warwick,0.0
