Rank,University,Points
1,University of Bath,190.77
2,Oxford Brookes University,109.7
3,University of Surrey,69.5
4,Coventry University,64.9
5,University of Warwick,43.1
6,University of Strathclyde,28.92
7,University Of Hertfordshire,23.13
8,Queen's University Belfast,5.0
9,Brunel University London,0.0
10,Heriot-Watt University,0.0
11,Imperial College London,0.0
12,Kingston University,0.0
13,Lancaster  University,0.0
14,Liverpool John Moores University,0.0
15,Loughborough University,0.0
16,Manchester Metropolitan University,0.0
17,Newcastle University,0.0
18,University of Birmingham,0.0
19,University of Bristol,0.0
20,University of Glasgow,0.0
21,University of Leicester,0.0
22,University of Liverpool,0.0
23,University of Nottingham,0.0
24,University of Oxford,0.0
25,University of Southampton,0.0
26,University of Sussex,0.0
