Rank,University,Points
1,University of Bath,1010.07
2,Oxford Brookes University,477.0
3,University Of Hertfordshire,405.82
4,University of Surrey,324.0
5,University of Strathclyde,246.0
6,Loughborough University,240.0
7,Imperial College London,230.5
8,University of Nottingham,230.0
9,Lancaster  University,229.0
10,University of Southampton,211.0
11,University of Warwick,184.0
12,Queen's University Belfast,173.0
13,University of Birmingham,130.0
14,Brunel University London,119.0
15,University of Sussex,106.0
16,Kingston University,90.0
17,Newcastle University,89.0
18,Liverpool John Moores University,83.0
19,Heriot-Watt University,77.0
20,Coventry University,65.0
21,Manchester Metropolitan University,58.0
22,University of Leicester,50.0
23,University of Bristol,30.0
24,University of Oxford,22.0
