Rank,University,Lowest Place,#
1,Universidade Estadual de Campinas,1st,4
2,Centro Universitário da FEI,1st,3
3,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,2
4,Centro Federal de Educação Tecnológica de Minas Gerais,1st,1
5,Universidade Paulista,1st,1
6,Centro Universitário Facens,2nd,2
7,Instituto Mauá de Tecnologia,2nd,2
8,Universidade Federal de Minas Gerais,2nd,1
9,Universidade Federal do Rio de Janeiro,4th,2
10,Escola Politécnica da Universidade de São Paulo,4th,1
11,Universidade Federal de Santa Maria,5th,1
12,Universidade Federal de São João del Rei,6th,2
13,Universidade Federal da Bahia,7th,1
14,Universidade de Brasília,8th,1
15,Universidade Federal de Santa Catarina,8th,1
16,Universidade Federal Fluminense - Niterói,9th,1
17,Universidade Federal de Itajubá - Itabira,10th,1
18,Universidade Federal de Itajubá - Itajubá,10th,1
19,UNESP - Campus de Ilha Solteira,12th,1
20,Universidade Federal do Rio Grande do Sul,12th,1
21,Federal University of Paraíba,13th,1
22,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,14th,1
23,São Paulo State University - UNESP - Bauru,15th,1
24,UniSALESIANO Araçatuba,15th,1
25,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,N/A,0
26,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,N/A,0
27,Escola de Engenharia de Lorena da Universidade de São Paulo,N/A,0
28,Universidade Comunitária Regional de Chapecó,N/A,0
29,Universidade Estadual do Oeste do Paraná,N/A,0
30,Universidade Estadual Paulista - Guaratinguetá,N/A,0
31,Universidade Federal de Campina Grande,N/A,0
32,Universidade Federal De Lavras,N/A,0
33,Universidade Federal de Mato Grosso,N/A,0
34,Universidade Federal de Santa Catarina - Joinville,N/A,0
35,Universidade Federal de Sergipe,N/A,0
36,Universidade Federal de São Carlos,N/A,0
37,Universidade Federal de Uberlândia - UFU,N/A,0
38,Universidade Federal de Viçosa,N/A,0
39,Universidade Federal do Ceará,N/A,0
40,Universidade Federal do Paraná,N/A,0
41,Universidade Federal do Pará - Campus Tucuruí - UFPA,N/A,0
42,Universidade Paulista - Campinas - Campus II,N/A,0
43,Universidade Paulista - Sorocaba,N/A,0
44,Universidade Tecnológica Federal do Paraná,N/A,0
