Rank,University,Points
1,Centro Universitário da FEI,158.73
2,Centro Universitário Facens,143.07
3,Universidade Federal de Santa Maria,88.06
4,Universidade Federal de Minas Gerais,83.71
5,Universidade Paulista,83.04
6,Universidade Estadual de Campinas,82.62
7,Escola de Engenharia de São Carlos da Universidade de São Paulo,63.27
8,Universidade Federal do Rio de Janeiro,60.68
9,Centro Federal de Educação Tecnológica de Minas Gerais,53.14
10,Universidade Federal do Rio Grande do Sul,52.85
11,Instituto Mauá de Tecnologia,50.45
12,Escola Politécnica da Universidade de São Paulo,20.98
13,São Paulo State University - UNESP - Bauru,16.62
14,UniSALESIANO Araçatuba,6.5
15,UNESP - Campus de Ilha Solteira,3.86
16,Universidade Federal de Itajubá - Itajubá,3.17
17,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,2.8
18,Universidade Federal de Itajubá - Itabira,2.75
19,Universidade Tecnológica Federal do Paraná,2.6
20,Universidade Federal de Santa Catarina,2.57
21,Universidade Federal do Paraná,2.5
22,Universidade Federal de São João del Rei,2.2
23,Universidade de Brasília,2.14
24,Universidade Federal da Bahia,1.83
25,Universidade Estadual Paulista - Guaratinguetá,1.67
26,Universidade Federal Fluminense - Niterói,1.64
27,Universidade Federal de Santa Catarina - Joinville,0.8
28,Federal University of Paraíba,0.5
29,Universidade Comunitária Regional de Chapecó,0.33
30,Universidade Federal de São Carlos,0.17
31,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,0.0
32,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,0.0
33,Escola de Engenharia de Lorena da Universidade de São Paulo,0.0
34,Universidade Estadual do Oeste do Paraná,0.0
35,Universidade Federal de Campina Grande,0.0
36,Universidade Federal De Lavras,0.0
37,Universidade Federal de Mato Grosso,0.0
38,Universidade Federal de Sergipe,0.0
39,Universidade Federal de Uberlândia - UFU,0.0
40,Universidade Federal de Viçosa,0.0
41,Universidade Federal do Ceará,0.0
42,Universidade Federal do Pará - Campus Tucuruí - UFPA,0.0
43,Universidade Paulista - Campinas - Campus II,0.0
44,Universidade Paulista - Sorocaba,0.0
