Rank,University,Lowest Place,#
1,Wroclaw University of Technology,7th,1
2,Warsaw University of Technology,13th,1
3,AGH University of Science and Technology,N/A,0
4,Poznan University of Technology,N/A,0
5,Silesian University of Technology,N/A,0
