Rank,University,Lowest Place,#
1,Wroclaw University of Technology,5th,1
2,AGH University of Science and Technology,7th,1
3,Warsaw University of Technology,14th,1
4,Poznan University of Technology,19th,1
5,Silesian University of Technology,31st,1
