Rank,University,Lowest Place,#
1,Universidade de Lisboa - Instituto Superior Técnico,9th,1
2,Universidade Independente,14th,1
3,Instituto Superior de Engenharia de Lisboa,18th,1
4,Polytechnic Institute of Leiria,46th,1
5,Instituto Superior de Engenharia de Coimbra,N/A,0
