Rank,University,Lowest Place,#
1,Universidade Independente,4th,1
2,Universidade de Lisboa - Instituto Superior Técnico,5th,1
3,Polytechnic Institute of Leiria,24th,1
4,Instituto Superior de Engenharia de Coimbra,N/A,0
5,Instituto Superior de Engenharia de Lisboa,N/A,0
