Rank,University,Lowest Place,#
1,Universidade de Lisboa - Instituto Superior Técnico,9th,1
2,Polytechnic Institute of Leiria,15th,1
3,Universidade Independente,16th,1
4,Instituto Superior de Engenharia de Lisboa,22nd,1
5,Instituto Superior de Engenharia de Coimbra,60th,1
