Rank,University,Lowest Place,#
1,Universidade de Lisboa - Instituto Superior Técnico,4th,1
2,Instituto Superior de Engenharia de Lisboa,14th,1
3,Universidade Independente,17th,1
4,Polytechnic Institute of Leiria,31st,1
5,Instituto Superior de Engenharia de Coimbra,N/A,0
