date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2018,Italy,0.85,46,46.,42.,33.,45.,-,-,-,-,-,-60,41,566.
2016,Italy,0.88,38,37.,-,34.,32.,-,-,-,-,-,0,71,493.
