date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Germany,0.97,60,3.,29.,80.46,22.,60.57,9.,110.0,9.,62.66,3.,72.12,12.,66.64,5.,265.04,7.,61.46,0,779,4.
2019.07,Italy,0.87,40,1.,8.,84.6,2.,73.45,1.,150.0,10.,78.05,3.,66.7,2.,111.11,1.,275.0,3.,81.01,0,920,10.
2019.07,East,0.93,25,7.,1.,100.0,2.,74.0,4.,142.0,2.,67.54,4.,48.81,9.,80.85,-,0,-,0,0,513,29.
2019.07,Netherlands,0.87,28,1.,2.,97.0,3.,72.0,2.,131.0,2.,66.76,1.,75.0,2.,97.78,1.,325.0,3.,97.78,0,962,5.
2018.08,Germany,0.97,57,8.,39.,67.0,24.,53.94,4.,133.0,8.,56.08,8.,53.88,6.,85.48,8.,239.72,18.,51.89,0,741,14.
2018.07,Italy,0.85,46,4.,18.,77.9,4.,69.7,2.,147.96,9.,72.18,2.,64.11,10.,91.75,7.,172.12,12.,62.93,0,759,33.
2017.08,Germany,0.97,64,7.,18.,85.0,46.,44.69,22.,90.0,14.,59.85,15.,48.51,3.,87.24,4.,246.62,-,0,0,662,54.
2017.08,Austria,0.97,31,7.,14.,87.0,16.,46.8,5.,122.3,7.,48.6,6.,66.8,13.,10.8,6.,128.6,-,0,-10,501,78.
2017.07,Italy,0.91,43,2.,21.,69.46,23.,45.92,4.,142.76,7.,75.96,10.,39.65,5.,109.59,2.,270.83,5.,79.52,0,834,77.
2016.08,Spain,0.97,36,17.,10.,72.1,21.,54.5,12.,113.0,18.,49.5,19.,23.0,15.,33.6,-,0,-,0,0,346,167.
2016.08,Germany,0.99,73,27.,23.,70.55,40.,46.87,6.,120.0,43.,38.0,6.,54.19,17.,60.69,30.,25.0,-,0,0,415,143.
2016.07,Italy,0.88,38,8.,13.,75.62,17.,52.9,4.,145.42,13.,37.07,5.,44.34,6.,118.93,14.,13.0,12.,30.24,0,518,138.
2015.09,Italy,0.87,43,5.,6.,90.75,27.,51.8,2.,136.55,22.,24.14,-,0,21.,46.82,4.,233.79,12.,67.92,0,652,156.
2015.08,Germany,0.97,71,45.,34.,64.37,50.,40.39,29.,90.0,28.,42.02,-,0,40.,4.5,-,0,-,0,-10,231,297.
2014.09,Italy,0.90,44,30.,25.,66.47,10.,65.82,12.,120.44,-,0,-,0,-,0,-,0,-,0,0,253,282.
2013.09,Italy,0.94,42,21.,22.,55.8,35.,35.9,8.,117.0,20.,43.8,20.,2.5,18.,61.4,33.,2.0,-,0,0,318,232.
2010.07,United Kingdom,0.97,72,46.,66.,37.0,55.,37.6,55.,26.0,36.,33.4,38.,6.7,22.,60.7,-,0,-,0,-23,178,323.
2009.09,Italy,0.92,36,27.,29.,53.12,31.,21.2,18.,101.0,21.,36.51,-,0,-,0,-,0,-,0,0,212,354.
2009.07,United Kingdom,0.96,78,70.,45.,57.0,-,0,67.,36.0,-,0,-,0,-,0,-,0,-,0,0,93,349.
2007.07,United Kingdom,0.97,69,62.,-,0,-,0,36.,70.0,-,0,-,0,37.,7.5,-,0,-,0,0,78,196.
2006.09,Italy,0.86,17,7.,15.,48.0,17.,9.2,16.,58.0,14.,16.76,11.,15.43,5.,91.85,5.,326.27,-,0,0,566,105.
2006.07,United Kingdom,0.93,58,18.,16.,76.0,52.,31.4,44.,47.0,41.,4.85,32.,10.31,15.,96.85,15.,186.38,5.,33.06,0,486,137.
2005.09,Italy,0.85,10,12.,6.,74.1,6.,55.5,8.,101.0,10.,3.5,5.,18.0,10.,7.5,-,0,-,0,0,260,237.
2005.07,United Kingdom,0.93,57,57.,56.,17.59,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,18,261.
