date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Spain,0.94,28,17.,19.,17.,16.,12.,15.,17.,-,-,0,240,314.
2019,Germany,0.97,60,35.,12.,30.,37.,27.,-,28.,-,-,0,296,305.
2019,East,0.93,25,19.,16.,24.,19.,8.,-,18.,-,-,0,263,319.
2018,Spain,0.96,37,23.,21.,27.,22.,18.,24.,-,-,-,0,208,328.
2018,Germany,0.97,57,48.,9.,32.,45.,-,-,41.,-,-,0,216,299.
2017,Spain,0.94,31,19.,15.,6.,13.,24.,8.,19.,-,-,0,276,244.
2017,Germany,0.97,64,46.,26.,48.,49.,43.,47.,25.,-,-,0,274,204.
2016,Spain,0.97,36,12.,18.,13.,15.,22.,16.,16.,11.,10.,0,465,147.
2016,Germany,0.99,73,52.,56.,50.,60.,23.,-,29.,-,-,0,233,181.
2016,Czech Republic,0.90,25,6.,6.,25.,17.,12.,8.,8.,6.,3.,0,682,34.
2010,Italy,0.94,41,21.,34.,10.,24.,5.,16.,8.,-,-,0,424,92.
2010,Austria,0.93,27,12.,22.,26.,11.,5.,13.,19.,12.,25.,0,592,66.
2010,Germany,0.97,75,12.,53.,70.,8.,16.,18.,20.,13.,27.,0,607,96.
2009,Germany,0.98,77,49.,52.,60.,16.,37.,39.,58.,-,-,0,298,214.
2009,United Kingdom,0.96,78,53.,67.,-,51.,9.,20.,35.,-,-,-2,252,238.
2008,Germany,0.94,77,55.,53.,45.,30.,-,-,45.,-,-,0,231,246.
