date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,United Kingdom,0.85,51,5.,21.,12.,12.,1.,7.,5.,10.,8.,0,495,155.
2021,United Kingdom,0.85,32,4.,13.,3.,7.,1.,2.,7.,11.,-,0,520,170.
2019,United Kingdom,0.85,64,18.,39.,14.,12.,4.,22.,17.,27.,-,0,367,193.
2019,Netherlands,0.87,28,14.,9.,8.,6.,9.,-,12.,-,-,0,290,165.
2018,United Kingdom,0.88,70,13.,48.,27.,20.,3.,28.,31.,14.,14.,0,474,63.
2017,Czech Republic,0.92,33,4.,16.,7.,8.,7.,15.,19.,8.,6.,0,716,46.
2017,United Kingdom,0.85,62,1.,11.,4.,7.,4.,4.,1.,2.,8.,0,856,88.
2016,Austria,0.97,21,20.,18.,14.,8.,-,20.,18.,-,-,0,248,199.
2016,United Kingdom,0.98,106,38.,12.,11.,36.,39.,27.,33.,51.,-,0,354,143.
2015,Italy,0.87,43,14.,14.,5.,18.,9.,15.,6.,21.,7.,0,527,93.
2015,Czech Republic,0.88,22,4.,4.,1.,14.,6.,12.,6.,5.,5.,0,728,79.
2015,United Kingdom,0.94,92,36.,26.,29.,34.,33.,27.,27.,-,-,0,271,190.
2014,United Kingdom,0.98,90,8.,5.,35.,14.,22.,16.,16.,6.,13.,0,649,121.
2013,Germany,0.97,74,53.,67.,19.,42.,59.,47.,30.,-,-,-5,258,239.
2013,United Kingdom,0.97,83,26.,2.,19.,30.,36.,23.,33.,40.,-,0,393,220.
2012,United Kingdom,0.95,97,61.,54.,26.,56.,-,-,29.,59.,-,0,181,266.
2011,Germany,0.96,74,41.,18.,59.,28.,38.,48.,38.,-,-,0,284,178.
2011,United Kingdom,0.95,77,19.,20.,36.,33.,29.,25.,10.,24.,6.,0,487,138.
2010,United Kingdom,0.97,72,35.,47.,52.,29.,25.,20.,35.,-,-,-4,252,256.
2008,United Kingdom,0.95,72,38.,18.,13.,28.,-,-,-,-,-,0,217,134.
2006,Germany,0.94,38,11.,19.,12.,7.,20.,22.,20.,10.,16.,0,677,45.
2006,United Kingdom,0.93,58,19.,16.,2.,9.,-,-,30.,16.,18.,0,486,65.
2005,United Kingdom,0.93,57,8.,23.,2.,13.,23.,26.,21.,8.,17.,0,623,52.
2004,United Kingdom,0.90,53,26.,21.,21.,46.,21.,30.,25.,-,9.,0,279,129.
