date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.05,Michigan,0.95,108,2.,26.,76.6,4.,69.1,11.,100.0,46.,64.0,5.,70.3,3.,99.1,3.,256.4,6.,81.8,0,817,12.
2023.05,Michigan,0.95,114,9.,64.,54.9,36.,50.9,23.,95.0,43.,63.5,58.,25.6,28.,89.2,3.,254.8,2.,99.2,0,733,35.
2022.05,Michigan,0.93,89,25.,56.,56.3,39.,51.6,27.,80.0,29.,54.3,40.,27.8,36.,74.7,24.,93.5,8.,69.1,0,507,171.
2018.05,Michigan,0.97,114,65.,82.,59.4,68.,46.2,84.,50.0,45.,59.7,61.,24.3,48.,32.6,39.,25.0,-,0,0,297,259.
2017.06,Lincoln,0.92,70,54.,29.,73.3,69.,30.0,60.,40.0,-,0,-,0,24.,78.9,41.,8.0,-,0,0,230,255.
2016.05,Michigan,0.98,114,43.,16.,70.4,75.,44.1,39.,80.0,66.,38.5,47.,17.4,48.,62.5,39.,155.0,62.,29.4,0,498,167.
2015.05,Michigan,0.95,108,79.,103.,49.8,103.,15.4,87.,60.0,-,0,-,0,46.,69.9,54.,11.0,-,0,0,206,322.
2013.05,Michigan,0.97,104,65.,49.,67.9,65.,42.4,39.,80.0,44.,36.8,-,0,48.,71.7,44.,20.0,-,0,-50,269,210.
2011.05,Michigan,0.97,97,24.,74.,60.3,13.,68.2,67.,60.0,-,0,-,0,28.,73.6,20.,153.7,8.,60.6,0,476,88.
2008.05,Michigan,1.00,104,77.,67.,75.1,87.,34.2,61.,60.0,72.,3.5,41.,26.4,70.,31.6,-,0,-,0,0,231,212.
2007.05,Michigan,0.99,105,74.,60.,75.41,88.,32.99,68.,60.0,105.,-21.5,12.,40.67,45.,81.44,-,0,-,0,0,269,160.
2006.05,Michigan,0.99,118,80.,115.,49.97,102.,30.16,73.,50.0,37.,37.72,40.,2.5,52.,46.34,-,0,-,0,0,217,102.
2005.05,Michigan,0.99,114,26.,75.,73.15,45.,55.33,14.,100.0,48.,46.09,16.,37.36,75.,16.46,16.,271.42,-,0,0,600,35.
2004.05,Michigan,1.00,129,28.,100.,61.94,108.,31.2,48.,80.0,47.,49.81,40.,27.49,43.,64.75,33.,163.87,-,0,0,479,38.
2003.05,Michigan,1.00,111,35.,80.,63.45,68.,40.78,15.,100.0,5.,66.29,39.,11.74,10.,122.16,-,0,-,0,0,404,27.
2002.05,Michigan,0.99,121,5.,87.,64.51,94.,33.1,13.,110.0,20.,54.62,7.,34.7,8.,105.99,5.,329.53,-,0,0,732,12.
2000.05,Michigan,0.99,94,74.,85.,43.47,82.,23.81,41.,80.0,60.,19.23,-,0,-,0,-,0,-,0,0,167,92.
1998.05,Michigan,1.00,81,69.,53.,27.91,76.,30.9,64.,75.0,56.,3.02,60.,3.25,55.,35.11,-,0,-,0,0,175,71.
1997.05,Michigan,0.98,66,42.,27.,22.66,47.,47.49,24.,100.0,-,0,-,0,-,0,30.,41.59,-,0,0,212,58.
