date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Alpe Adria,0.85,16,4.,4.,90.0,1.,75.0,8.,106.6,11.,47.7,1.,75.0,13.,4.5,4.,228.1,1.,100.0,0,727,61.
2024.08,Spain,0.85,18,4.,5.,71.7,2.,74.2,3.,120.0,5.,54.2,1.,75.0,2.,95.5,-,0,-,0,-6,485,102.
2023.08,Germany,0.85,27,6.,6.,88.0,2.,69.41,4.,90.0,6.,39.29,11.,20.22,13.,33.17,7.,113.57,-,0,0,454,145.
2023.08,Spain,0.85,10,4.,1.,74.7,2.,67.6,1.,150.0,6.,54.4,3.,48.2,4.,55.7,-,0,-,0,0,451,144.
2023.07,Netherlands,0.85,12,6.,9.,57.97,4.,71.0,4.,113.88,7.,23.5,7.,3.5,8.,30.13,6.,72.04,4.,63.84,0,436,168.
2022.09,Spain,0.85,15,4.,6.,72.9,6.,59.5,7.,94.0,10.,27.8,8.,24.9,7.,31.6,4.,181.8,2.,43.9,0,536,217.
2022.08,Germany,0.90,26,15.,4.,93.0,20.,49.4,16.,50.0,16.,3.5,14.,3.5,13.,4.5,7.,28.97,7.,20.36,0,253,305.
2022.07,Netherlands,0.85,14,5.,5.,81.9,10.,42.15,4.,91.6,5.,3.5,-,0,-,0,-,0,-,0,0,219,324.
2021.10,Italy,0.88,17,15.,9.,80.29,14.,5.59,15.,61.96,13.,24.16,7.,40.84,14.,24.86,12.,13.0,-,0,0,251,351.
2021.08,Spain,0.85,17,10.,3.,96.0,6.,58.7,8.,66.0,13.,5.1,6.,40.9,9.,4.5,9.,44.2,6.,41.5,0,357,342.
2021.07,Netherlands,0.91,26,21.,10.,81.62,25.,20.26,22.,37.2,-,0,-,0,-,0,-,0,-,0,0,139,461.
2019.08,Spain,0.94,28,25.,25.,14.0,25.,36.5,21.,43.0,-,0,-,0,-,0,-,0,-,0,0,94,455.
2018.08,Spain,0.96,37,22.,25.,37.0,23.,49.0,26.,47.0,25.,21.7,19.,31.1,21.,21.1,13.,25.0,-,0,0,232,379.
2017.08,Spain,0.94,31,25.,11.,73.0,12.,54.0,27.,41.0,24.,3.5,25.,3.5,20.,4.5,-,0,-,0,0,180,423.
2016.08,Spain,0.97,36,32.,34.,8.0,29.,44.2,33.,39.0,-,0,-,0,-,0,-,0,-,0,0,91,488.
