date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2017,Czech Republic,0.92,33,33.,31.,32.,30.,24.,27.,29.,-,-,0,177,389.
2013,Italy,0.94,42,22.,26.,19.,10.,27.,-,29.,17.,15.,0,311,234.
2013,Austria,0.97,39,35.,6.,26.,34.,-,-,-,-,-,0,181,229.
2012,Hungary,0.91,39,13.,15.,29.,28.,18.,20.,26.,7.,12.,0,589,134.
2012,Germany,0.98,76,40.,52.,66.,54.,39.,-,54.,34.,30.,0,372,235.
2012,Austria,0.95,37,28.,17.,19.,27.,18.,23.,24.,-,-,-10,231,292.
2011,Hungary,0.89,28,22.,14.,16.,16.,23.,13.,23.,-,-,0,329,276.
2011,United Kingdom,0.95,77,61.,45.,47.,57.,-,-,-,-,-,-10,154,334.
2010,Italy,0.94,41,34.,30.,30.,20.,-,-,-,-,-,-10,205,302.
2010,Germany,0.97,75,64.,63.,63.,57.,58.,-,58.,28.,-,0,184,302.
2009,Germany,0.98,77,56.,54.,61.,34.,53.,55.,53.,-,-,0,248,276.
2009,United Kingdom,0.96,78,63.,73.,61.,31.,-,-,45.,-,-,-15,157,329.
2008,Germany,0.94,77,63.,20.,63.,44.,-,-,-,-,-,0,192,316.
2008,United Kingdom,0.95,72,56.,40.,49.,54.,-,-,-,-,-,0,140,339.
2007,Germany,0.95,53,48.,50.,33.,37.,-,-,-,-,-,0,124,312.
