date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Spain,0.94,28,3.,11.,76.0,4.,69.0,10.,81.0,11.,51.9,10.,49.4,9.,59.4,3.,285.6,1.,100.0,0,772,28.
2019.08,Germany,0.97,60,6.,42.,65.92,48.,39.71,35.,70.0,29.,46.67,17.,51.52,11.,69.95,7.,257.34,1.,100.0,0,701,53.
2019.07,Italy,0.87,40,15.,26.,53.74,4.,71.91,22.,98.54,12.,76.44,6.,56.99,12.,75.83,22.,9.0,-,0,0,442,109.
2018.08,Spain,0.96,37,9.,7.,86.0,29.,38.0,24.,55.0,19.,44.3,20.,27.6,16.,45.8,8.,207.2,1.,100.0,0,604,57.
2018.08,Germany,0.97,57,15.,23.,84.0,25.,53.52,33.,75.0,42.,22.52,41.,9.89,12.,78.56,11.,219.38,2.,99.63,-5,638,79.
2017.08,Spain,0.94,31,9.,13.,70.0,15.,50.0,18.,76.0,18.,39.0,15.,27.3,17.,18.2,9.,171.6,7.,41.0,0,493,180.
2017.08,Germany,0.97,64,38.,53.,58.0,53.,38.12,55.,60.0,28.,45.68,9.,56.88,27.,48.01,-,0,-,0,0,307,247.
2017.08,Austria,0.97,31,23.,22.,82.0,25.,35.0,26.,72.9,15.,35.6,19.,47.6,14.,4.5,-,0,-,0,0,278,254.
2016.08,Germany,0.99,73,39.,43.,59.73,27.,51.62,60.,50.0,42.,39.34,44.,17.65,41.,31.85,-,0,10.,74.65,0,325,242.
2016.08,Austria,0.97,21,15.,14.,60.7,11.,61.8,16.,79.0,17.,33.6,11.,44.5,13.,41.7,13.,20.0,7.,79.8,0,421,254.
2015.08,Spain,0.90,28,20.,11.,54.3,5.,71.0,14.,96.0,-,0,-,0,-,0,-,0,-,0,0,221,328.
2015.08,Hungary,0.90,37,31.,24.,62.58,34.,34.73,16.,96.59,-,0,-,0,-,0,-,0,-,0,0,194,323.
2015.08,Germany,0.97,71,55.,58.,44.22,38.,50.1,46.,70.0,46.,21.84,43.,14.49,40.,4.5,-,0,-,0,-5,200,305.
2014.08,Spain,0.91,25,15.,22.,25.06,13.,50.56,14.,77.0,16.,40.73,9.,34.03,12.,9.18,-,0,-,0,0,237,284.
2014.08,Austria,0.91,19,15.,11.,50.9,13.,33.0,18.,66.8,15.,37.2,17.,3.5,14.,47.5,9.,22.0,-,0,0,261,242.
2014.08,Germany,0.98,74,47.,40.,63.86,46.,43.77,52.,65.0,56.,3.5,44.,21.51,36.,17.46,27.,25.0,-,0,0,240,210.
2013.08,Austria,0.97,39,15.,17.,60.38,24.,50.25,22.,88.0,28.,10.82,18.,3.5,17.,66.84,15.,154.21,9.,87.35,0,521,159.
2013.08,Germany,0.97,74,43.,54.,50.5,32.,52.7,20.,110.0,50.,44.0,21.,41.8,36.,35.1,-,0,-,0,0,334,247.
2012.09,Italy,0.90,37,23.,25.,56.26,13.,63.0,24.,82.0,14.,50.43,14.,27.59,22.,7.5,32.,3.0,-,0,0,290,278.
2012.08,Germany,0.98,76,65.,6.,79.46,18.,62.64,54.,60.0,-,0,55.,3.5,-,0,-,0,-,0,0,206,296.
2010.08,Austria,0.93,27,25.,20.,57.3,23.,29.0,25.,50.0,23.,36.7,19.,27.9,24.,68.6,-,0,-,0,0,270,223.
2010.08,Germany,0.97,75,52.,64.,35.72,26.,59.57,54.,55.0,55.,22.58,45.,24.69,53.,30.56,-,0,17.,59.16,0,287,206.
2009.08,Germany,0.98,77,63.,59.,53.63,52.,49.87,60.,40.0,-,0,36.,37.05,-,0,-,0,-,0,0,181,195.
2008.08,Germany,0.94,77,22.,68.,46.34,27.,58.02,44.,65.0,51.,20.01,5.,47.41,21.,103.0,19.,236.53,6.,28.68,0,605,131.
2007.08,Germany,0.95,53,46.,48.,41.44,19.,59.17,37.,40.0,38.,3.5,-,0,41.,7.5,-,0,-,0,0,152,317.
2006.08,Germany,0.94,38,38.,-,0,35.,30.4,-,0,-,0,-,0,-,0,-,0,-,0,0,30,309.
