date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Spain,0.85,18,5.,1.,95.0,1.,75.0,2.,134.0,8.,40.0,2.,68.0,3.,73.5,-,0,-,0,-6,480,132.
2024.07,Austria,0.85,20,10.,5.,75.0,1.,75.0,5.,124.2,13.,30.9,5.,51.4,11.,33.2,-,0,-,0,0,390,168.
2023.08,Germany,0.85,27,17.,5.,90.0,5.,66.78,9.,70.0,-,0,-,0,-,0,-,0,-,0,0,227,235.
2023.07,Austria,0.89,21,7.,7.,75.0,8.,40.8,11.,92.5,6.,19.3,2.,70.2,12.,4.5,-,0,-,0,0,302,204.
2023.07,Netherlands,0.85,12,7.,3.,96.0,3.,72.0,1.,150.0,9.,15.1,2.,71.83,-,0,-,0,-,0,-10,395,206.
2022.09,Spain,0.85,15,7.,1.,97.0,12.,45.4,3.,125.0,9.,45.8,2.,74.3,9.,4.5,-,0,-,0,0,392,258.
2022.08,Germany,0.90,26,13.,6.,90.0,14.,58.01,11.,80.0,8.,27.3,14.,3.5,13.,4.5,-,0,-,0,0,263,312.
2022.07,Austria,0.95,24,19.,13.,62.0,20.,25.9,6.,115.9,-,0,-,0,-,0,-,0,-,0,0,204,345.
2021.08,Spain,0.85,17,11.,5.,93.8,16.,18.7,13.,58.0,7.,37.7,9.,20.4,9.,4.5,-,0,-,0,0,233,383.
2021.07,Austria,0.93,27,23.,9.,82.9,22.,10.1,16.,72.6,16.,3.5,15.,12.1,17.,13.2,-,0,-,0,0,194,415.
2021.07,Netherlands,0.91,26,19.,1.,99.0,18.,53.3,24.,27.6,-,0,-,0,-,0,-,0,-,0,0,180,435.
2019.08,Spain,0.94,28,22.,16.,62.0,18.,50.5,20.,45.0,-,0,-,0,-,0,-,0,-,0,0,158,463.
2019.08,Germany,0.97,60,59.,59.,29.08,59.,21.18,54.,45.0,-,0,-,0,-,0,-,0,-,0,-10,85,472.
2018.08,Spain,0.96,37,24.,14.,68.0,28.,39.0,21.,69.0,29.,9.7,-,0,22.,4.5,-,0,-,0,0,190,410.
2017.08,Spain,0.94,31,26.,27.,46.0,24.,39.0,24.,57.0,-,0,-,0,20.,4.5,-,0,-,0,0,146,427.
2016.08,Spain,0.97,36,30.,28.,36.6,25.,50.3,32.,57.0,-,0,-,0,20.,4.5,-,0,-,0,0,148,414.
