date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Italy,0.87,40,33.,27.,12.,33.,-,-,-,-,-,0,168,454.
2018,United Kingdom,0.88,70,50.,28.,30.,62.,-,-,-,-,-,-8,143,496.
2017,United Kingdom,0.85,62,52.,42.,41.,56.,-,-,-,17.,-,-10,117,502.
2016,United Kingdom,0.98,106,105.,96.,93.,105.,-,-,-,-,-,0,64,505.
