date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Michigan,0.97,108,85.,20.,88.,8.,-,-,-,92.,-,0,218,306.
2018,Michigan,0.97,114,91.,34.,50.,17.,90.,-,80.,-,-,0,212,271.
2017,Michigan,0.98,109,49.,70.,11.,39.,58.,83.,72.,42.,23.,0,423,176.
2016,Canada,0.90,25,20.,23.,6.,15.,21.,21.,22.,15.,15.,0,356,237.
2016,Michigan,0.98,114,83.,57.,30.,74.,63.,66.,76.,93.,-,0,274,252.
2015,Michigan,0.95,108,54.,54.,51.,31.,-,-,40.,34.,-,0,342,240.
2014,Michigan,0.97,107,66.,31.,55.,74.,54.,67.,65.,37.,-,0,270,311.
2013,Michigan,0.97,104,85.,85.,67.,63.,69.,64.,81.,46.,-,0,193,338.
2012,Michigan,0.98,104,78.,79.,86.,44.,47.,-,-,73.,-,0,211,320.
2009,Michigan,0.97,90,37.,27.,29.,29.,50.,65.,61.,29.,-,0,376,191.
2008,Michigan,1.00,104,75.,79.,58.,61.,67.,45.,75.,-,-,0,235,239.
2008,Virginia,0.88,28,20.,15.,18.,16.,-,-,-,-,-,0,207,263.
2007,Michigan,0.99,105,89.,72.,68.,68.,-,-,81.,-,-,0,183,242.
