date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Australia,0.90,13,2.,1.,9.,6.,8.,4.,6.,3.,1.,0,730,16.
2018,Australia,0.91,18,8.,3.,4.,12.,12.,12.,10.,10.,3.,0,703,63.
2016,Australia,0.90,32,17.,2.,18.,8.,14.,15.,-,-,-,0,323,121.
2015,Australia,0.92,29,5.,5.,6.,3.,2.,6.,10.,11.,8.,0,710,24.
2014,Australia,0.89,22,5.,4.,12.,9.,2.,6.,8.,8.,4.,0,728,48.
2013,Australia,0.87,23,7.,4.,5.,11.,1.,12.,10.,11.,-,0,600,100.
2012,Australia,0.88,21,14.,14.,1.,14.,3.,9.,20.,15.,-,0,463,172.
2011,Australia,0.87,23,15.,21.,4.,17.,11.,8.,16.,13.,6.,0,431,229.
2010,Australia,0.90,27,27.,27.,22.,26.,-,-,16.,-,-,0,108,430.
2007,Australia,0.92,22,22.,16.,15.,-,-,-,-,-,-,0,112,140.
2006,Australia,0.93,27,11.,24.,6.,18.,9.,7.,7.,10.,-,0,554,31.
2006,Germany,0.94,38,5.,34.,22.,13.,6.,15.,1.,1.,4.,0,797,8.
2005,Australia,0.92,24,2.,21.,11.,14.,1.,4.,3.,2.,-,0,786,10.
2004,Australia,0.93,22,4.,11.,11.,10.,1.,5.,5.,4.,-,0,741,21.
2004,United Kingdom,0.90,53,18.,38.,28.,23.,1.,6.,9.,-,-,0,426,37.
2003,Australia,0.95,21,3.,8.,14.,4.,4.,6.,12.,2.,-,0,817,13.
2002,Australia,0.87,18,10.,9.,17.,13.,7.,8.,14.,9.,-,0,518,63.
2001,Australia,0.85,18,15.,18.,13.,11.,-,-,-,8.,11.,0,251,99.
