date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.09,Spain,0.85,15,8.,7.,66.3,7.,58.0,8.,82.0,6.,64.5,6.,54.9,3.,55.9,-,0,-,0,0,382,298.
2022.07,Austria,0.95,24,20.,7.,71.0,16.,37.0,17.,62.7,-,0,-,0,19.,4.5,10.,25.0,-,0,0,200,400.
2022.07,Czech Republic,0.85,18,16.,11.,68.0,10.,52.0,15.,77.0,-,0,-,0,12.,4.5,-,0,-,0,0,202,489.
2021.08,East,0.91,23,23.,-,0,-,0,-,0,18.,7.01,16.,17.21,13.,4.5,-,0,-,0,0,29,549.
2021.08,Czech Republic,0.90,19,19.,-,0,-,0,-,0,14.,3.5,12.,25.31,12.,18.62,-,0,-,0,0,47,504.
2019.08,Germany,0.97,60,47.,58.,33.93,28.,53.16,49.,50.0,26.,50.77,28.,21.74,39.,19.01,-,0,-,0,-19,210,391.
2019.08,Austria,0.95,34,32.,32.,42.3,28.,41.3,28.,57.0,-,0,-,0,20.,4.5,-,0,-,0,-40,105,414.
2018.08,Germany,0.97,57,38.,27.,77.0,46.,37.68,47.,55.0,26.,42.97,35.,20.82,38.,31.61,25.,25.0,-,0,0,290,343.
2018.08,Austria,0.94,30,25.,15.,77.0,30.,17.2,26.,63.0,18.,7.3,14.,44.6,22.,9.1,-,0,-,0,-31,187,424.
2017.08,Spain,0.94,31,30.,-,0,-,0,26.,45.0,24.,3.5,14.,28.2,20.,4.5,-,0,-,0,0,81,374.
2015.08,Spain,0.90,28,14.,13.,50.13,11.,59.45,12.,99.0,12.,53.27,11.,37.07,14.,9.76,-,0,-,0,0,309,223.
2015.08,Germany,0.97,71,49.,55.,45.89,68.,28.4,29.,90.0,-,0,11.,53.3,-,0,-,0,-,0,0,218,211.
2014.09,Italy,0.90,44,9.,20.,73.8,30.,42.86,21.,95.26,5.,70.5,11.,31.72,11.,86.91,12.,152.63,5.,73.19,0,627,148.
2014.08,Germany,0.98,74,48.,56.,52.45,69.,29.09,54.,60.0,45.,32.78,43.,22.23,33.,19.59,27.,25.0,-,0,-10,231,256.
2013.09,Spain,0.85,15,9.,4.,76.7,3.,73.0,9.,70.0,9.,61.5,8.,34.0,9.,15.6,-,0,-,0,0,331,224.
2013.08,Germany,0.97,74,38.,52.,53.4,66.,25.5,50.,75.0,30.,60.2,37.,31.0,52.,4.5,31.,73.9,25.,58.1,0,382,197.
2011.08,Hungary,0.89,28,18.,21.,55.29,20.,42.39,15.,114.75,17.,51.74,14.,40.91,11.,71.34,-,0,16.,22.12,0,399,203.
2011.07,United Kingdom,0.95,77,50.,57.,52.0,60.,41.5,34.,87.5,40.,3.5,13.,22.9,-,0,-,0,-,0,-2,205,256.
2010.08,Austria,0.93,27,23.,19.,57.4,21.,33.0,15.,90.0,16.,57.5,14.,33.6,23.,70.8,-,0,-,0,0,342,210.
2010.08,Germany,0.97,75,47.,43.,65.63,61.,43.25,36.,75.0,24.,54.13,40.,32.56,49.,38.31,-,0,-,0,0,309,234.
2009.08,Germany,0.98,77,47.,18.,80.59,69.,40.63,46.,60.0,42.,45.0,43.,29.31,39.,52.99,-,0,-,0,0,309,261.
2009.07,United Kingdom,0.96,78,69.,65.,46.0,68.,29.6,58.,47.0,-,0,-,0,-,0,-,0,-,0,-14,109,385.
2008.08,Germany,0.94,77,73.,76.,27.86,64.,40.48,44.,65.0,-,0,-,0,-,0,-,0,-,0,0,133,358.
