date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,Alpe Adria,0.85,14,4.,5.,80.9,6.,50.2,10.,79.6,5.,59.3,4.,38.7,6.,52.3,3.,246.6,5.,15.1,0,623,104.
2022.07,Czech Republic,0.85,18,12.,13.,54.0,16.,37.0,17.,62.0,2.,69.65,6.,54.96,8.,38.44,-,0,-,0,0,316,227.
2021.10,Italy,0.89,17,10.,16.,9.38,10.,24.73,10.,118.48,8.,61.09,14.,3.5,8.,90.1,6.,137.72,4.,76.63,-100,422,177.
2021.08,Czech Republic,0.90,19,9.,16.,32.0,12.,50.0,12.,95.0,-,0,-,0,-,0,6.,187.29,5.,33.71,0,398,170.
2018.07,Italy,0.85,46,19.,34.,62.32,43.,18.94,36.,54.08,20.,57.1,16.,28.3,16.,81.64,5.,207.72,18.,41.32,-100,451,120.
2017.08,Czech Republic,0.92,33,9.,33.,16.0,33.,31.0,19.,78.0,19.,45.92,3.,66.39,18.,56.84,5.,225.42,7.,71.44,0,591,102.
2017.07,Italy,0.91,43,19.,39.,37.33,-,0,-,0,-,0,-,0,18.,75.06,5.,225.41,8.,74.95,0,413,173.
2014.09,Italy,0.90,44,10.,40.,9.91,30.,42.86,34.,74.45,15.,54.93,9.,36.15,6.,111.0,6.,197.01,10.,62.31,0,589,131.
2014.08,Hungary,0.90,38,23.,35.,24.45,29.,41.43,30.,72.0,24.,20.57,23.,19.34,15.,100.0,9.,204.47,-,0,0,482,194.
2013.09,Italy,0.94,42,17.,38.,6.5,32.,38.3,29.,70.0,17.,45.1,14.,11.3,12.,78.6,12.,109.2,16.,5.2,0,364,247.
2013.08,Austria,0.97,39,32.,36.,29.44,34.,37.5,31.,74.0,27.,20.73,18.,3.5,33.,43.81,-,0,-,0,0,209,294.
2013.08,Hungary,0.92,37,25.,35.,51.2,23.,56.9,22.,80.01,15.,48.9,24.,14.9,25.,68.3,-,0,-,0,0,320,259.
2012.08,Hungary,0.91,39,29.,-,0,30.,54.75,36.,45.0,17.,55.64,17.,37.52,17.,92.97,-,0,-,0,0,286,271.
2012.07,Austria,0.95,37,26.,-,0,37.,13.3,32.,50.0,23.,32.5,15.,48.6,15.,52.9,17.,115.4,-,0,-20,293,271.
2012.07,United Kingdom,0.95,97,62.,96.,-80.0,88.,25.3,73.,55.0,-,0,-,0,29.,7.5,14.,165.4,25.,8.8,-2,180,367.
