date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2018,Italy,0.85,46,39.,33.,45.,42.,-,-,-,-,-,0,106,481.
2017,Italy,0.91,43,33.,36.,41.,28.,-,-,-,17.,-,0,169,398.
