date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2017.06,Lincoln,0.92,70,48.,9.,78.2,36.,51.8,53.,50.0,47.,35.5,39.,11.4,53.,14.3,33.,42.0,30.,33.3,0,317,294.
2015.06,Lincoln,0.94,64,58.,55.,49.6,13.,66.2,63.,30.0,-,0,-,0,-,0,-,0,-,0,0,146,360.
2014.06,Lincoln,0.94,66,62.,64.,43.3,47.,46.7,61.,40.0,-,0,-,0,51.,39.5,-,0,-,0,0,170,269.
2013.05,Michigan,0.97,104,46.,30.,71.8,95.,27.2,94.,40.0,29.,45.9,36.,22.0,47.,73.1,19.,183.8,35.,22.6,-100,386,143.
2012.06,Lincoln,0.94,65,16.,7.,74.1,45.,43.9,27.,70.0,39.,27.0,20.,31.4,26.,58.7,14.,180.9,19.,41.5,0,528,118.
2011.06,California,0.95,60,24.,44.,43.8,33.,47.3,18.,92.0,19.,51.4,38.,2.5,33.,22.7,17.,159.1,25.,7.8,-10,417,182.
2010.06,California,0.94,56,37.,52.,20.0,42.,35.2,36.,69.0,30.,15.9,19.,21.0,19.,57.6,-,0,-,0,0,219,318.
2008.06,California,0.93,59,57.,58.,12.0,-,0,47.,40.0,29.,27.3,37.,3.6,40.,7.5,-,0,-,0,0,90,363.
2007.06,California,0.95,59,59.,59.,9.0,-,0,43.,40.0,-,0,-,0,-,0,-,0,-,0,0,49,327.
2005.05,Michigan,0.99,114,114.,112.,33.99,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,34,246.
2003.05,Michigan,1.00,111,104.,68.,68.05,92.,30.46,-,0,-,0,-,0,-,0,-,0,-,0,0,99,177.
2002.05,Michigan,0.99,121,110.,97.,60.74,107.,23.1,101.,40.0,-,0,-,0,-,0,-,0,-,0,0,124,157.
