date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,India,0.85,54,46.,-,45.,38.,-,-,-,-,-,-10,62,585.
2013,Germany,0.97,74,72.,72.,74.,66.,-,-,-,-,-,0,92,469.
2012,Germany,0.98,76,76.,-,54.,-,-,-,-,-,-,0,42,483.
2008,United Kingdom,0.95,72,69.,65.,-,-,-,-,-,-,-,0,30,383.
