date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Germany,0.90,26,16.,13.,10.,11.,-,14.,13.,-,-,0,224,317.
2022,Netherlands,0.85,14,9.,10.,8.,7.,-,-,-,-,-,-20,137,308.
2019,Czech Republic,0.88,33,15.,27.,15.,4.,16.,9.,9.,-,-,0,440,261.
2019,Austria,0.95,34,19.,31.,22.,20.,14.,15.,16.,-,-,0,275,312.
2018,Austria,0.94,30,27.,23.,27.,20.,-,-,23.,-,-,0,176,316.
2018,Italy,0.85,46,26.,6.,31.,21.,29.,21.,25.,33.,-,0,327,250.
2017,Spain,0.94,31,20.,6.,13.,19.,19.,21.,20.,-,-,0,253,217.
2017,Italy,0.91,43,13.,12.,35.,12.,22.,21.,25.,10.,4.,-20,509,168.
2016,Spain,0.97,36,21.,8.,21.,19.,25.,20.,20.,-,-,0,271,207.
2016,Italy,0.88,38,9.,22.,10.,21.,19.,15.,13.,7.,9.,0,498,168.
2015,Italy,0.87,43,15.,11.,13.,23.,26.,21.,27.,10.,5.,0,503,208.
2015,Germany,0.97,71,69.,52.,67.,68.,51.,-,40.,-,-,0,130,286.
2014,Italy,0.90,44,13.,1.,13.,15.,29.,14.,19.,15.,1.,-40,541,208.
2014,Germany,0.98,74,55.,18.,63.,36.,53.,-,45.,-,-,0,213,341.
2013,Italy,0.94,42,31.,25.,25.,35.,-,-,23.,18.,-,0,220,370.
2013,Germany,0.97,74,67.,65.,64.,65.,60.,41.,52.,-,-,0,160,377.
2012,Italy,0.90,37,32.,24.,11.,29.,33.,-,22.,32.,-,0,206,356.
