date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Germany,0.90,26,23.,20.,26.,16.,-,-,-,-,-,-10,129,452.
2022,Netherlands,0.85,14,11.,8.,13.,12.,-,-,-,-,-,0,102,485.
2016,Germany,0.99,73,71.,71.,72.,60.,53.,-,53.,-,-,0,113,380.
2016,United Kingdom,0.98,106,79.,102.,-,50.,36.,46.,56.,26.,-,-10,137,298.
2015,Italy,0.87,43,18.,33.,41.,33.,-,-,14.,14.,8.,0,415,205.
2013,Germany,0.97,74,44.,70.,73.,50.,55.,51.,38.,27.,37.,-5,324,292.
2013,United Kingdom,0.97,83,44.,61.,79.,39.,45.,46.,42.,15.,-,0,267,364.
2012,Italy,0.90,37,37.,37.,-,14.,32.,28.,22.,30.,-,0,18,430.
2010,Germany,0.97,75,48.,71.,43.,68.,44.,49.,46.,22.,32.,0,308,249.
2010,United Kingdom,0.97,72,40.,65.,54.,35.,38.,30.,30.,-,-,-15,219,302.
2009,Italy,0.92,36,29.,30.,20.,29.,-,-,26.,-,-,0,174,351.
2008,Germany,0.94,77,62.,57.,75.,63.,29.,52.,54.,-,-,0,194,353.
2007,Germany,0.95,53,51.,43.,52.,37.,-,-,-,-,-,0,98,344.
2007,United Kingdom,0.97,69,69.,68.,-,-,-,-,-,-,-,0,17,336.
