date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,32.,6.,58.,27.,40.,23.,53.,26.,9.,0,463,188.
2019,Lincoln,0.92,76,39.,47.,1.,21.,12.,16.,49.,-,-,0,323,229.
2019,Canada,0.90,22,13.,19.,1.,11.,4.,10.,10.,18.,-,0,443,199.
2019,Michigan,0.97,108,69.,70.,57.,45.,77.,27.,70.,75.,-,0,301,244.
2018,Michigan,0.97,114,100.,66.,77.,17.,-,-,-,-,-,0,183,203.
2017,Michigan,0.98,109,52.,35.,28.,18.,42.,27.,41.,88.,-,0,401,94.
2016,Lincoln,0.92,69,8.,42.,38.,8.,2.,22.,12.,9.,19.,0,726,57.
2016,Canada,0.90,25,16.,9.,4.,8.,2.,5.,9.,15.,-,0,500,100.
2016,Michigan,0.98,114,11.,29.,21.,12.,17.,59.,17.,15.,41.,0,650,83.
2015,Austria,0.94,20,8.,17.,16.,8.,3.,15.,12.,7.,10.,0,503,156.
2015,Germany,0.97,71,40.,29.,38.,21.,27.,-,40.,26.,-,-5,287,206.
2015,Michigan,0.95,108,34.,67.,58.,7.,15.,16.,31.,52.,34.,0,469,170.
2014,Michigan,0.97,107,72.,79.,50.,15.,29.,-,70.,46.,-,-40,257,233.
2013,Michigan,0.97,104,47.,43.,19.,10.,24.,59.,38.,58.,-,0,380,171.
2012,Michigan,0.98,104,50.,96.,79.,44.,74.,45.,55.,34.,35.,0,342,169.
2011,Michigan,0.97,97,33.,38.,83.,67.,52.,43.,49.,27.,14.,0,416,126.
2010,Michigan,0.96,101,46.,17.,34.,41.,51.,31.,20.,-,-,0,364,118.
2009,Michigan,0.97,90,22.,43.,69.,29.,40.,31.,24.,20.,-,-10,494,78.
2008,Michigan,1.00,104,32.,55.,89.,37.,50.,23.,30.,32.,-,0,463,87.
2007,Michigan,0.99,105,32.,45.,47.,38.,43.,25.,39.,32.,-,0,472,94.
2006,Michigan,0.99,118,47.,14.,56.,40.,22.,22.,22.,-,-,0,370,91.
2005,Michigan,0.99,114,62.,34.,46.,43.,15.,57.,61.,-,-,0,337,77.
2004,Michigan,1.00,129,18.,28.,53.,48.,21.,38.,25.,21.,-,0,601,39.
2003,Michigan,1.00,111,46.,37.,55.,71.,27.,32.,22.,-,-,0,340,68.
2002,Michigan,0.99,121,49.,24.,106.,18.,61.,58.,38.,-,-,0,296,42.
2001,United Kingdom,0.86,23,7.,10.,5.,12.,6.,11.,10.,7.,-,0,634,26.
2001,Michigan,1.00,108,31.,25.,21.,15.,10.,25.,17.,-,-,0,423,31.
2000,Michigan,0.99,94,9.,23.,49.,62.,46.,-,15.,4.,-,0,589,27.
1999,Michigan,1.00,89,58.,53.,47.,67.,54.,42.,48.,-,-,0,212,58.
1998,Michigan,1.00,81,44.,68.,49.,38.,27.,59.,59.,32.,-,0,354,52.
1997,Michigan,0.98,66,28.,48.,9.,36.,13.,28.,-,28.,-,0,296,61.
1996,Michigan,0.99,68,63.,63.,64.,55.,12.,19.,39.,32.,-,0,88,81.
1995,Michigan,0.99,69,65.,59.,42.,33.,-,-,-,-,-,0,73,61.
1994,Michigan,0.96,58,35.,35.,43.,10.,15.,43.,28.,-,22.,0,327,34.
