date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.05,Michigan,0.95,108,66.,99.,38.9,95.,27.5,33.,80.0,22.,75.6,71.,4.0,61.,39.4,72.,2.0,-,0,0,267,246.
2023.05,Michigan,0.95,114,50.,111.,5.0,42.,48.3,25.,80.0,44.,62.6,69.,9.9,79.,6.5,29.,86.7,9.,90.9,0,390,262.
2022.05,Michigan,0.93,89,87.,84.,24.8,88.,19.4,83.,40.0,-,0,-,0,-,0,-,0,-,0,-30,54,392.
2019.06,Lincoln,0.92,76,41.,56.,61.3,46.,49.0,21.,90.0,25.,43.9,33.,3.5,43.,48.5,25.,25.0,-,0,0,321,255.
2018.06,Lincoln,0.93,66,24.,62.,54.8,60.,40.7,11.,100.0,42.,24.0,37.,35.7,34.,54.6,18.,83.4,11.,67.3,0,460,262.
2018.05,Michigan,0.97,114,109.,88.,58.3,92.,37.7,84.,50.0,-,0,-,0,-,0,-,0,-,0,0,146,404.
2017.06,Lincoln,0.92,70,58.,62.,59.6,60.,36.0,27.,90.0,-,0,-,0,55.,6.5,52.,5.0,-,0,0,197,354.
2016.06,Lincoln,0.92,69,44.,40.,66.2,41.,47.9,32.,60.0,-,0,-,0,43.,38.0,22.,14.0,-,0,0,226,213.
2014.06,Lincoln,0.94,66,12.,62.,51.7,57.,42.9,16.,100.0,21.,47.3,36.,19.7,20.,116.3,10.,221.0,7.,82.3,0,681,122.
2013.06,Lincoln,0.93,60,59.,55.,47.1,51.,38.5,26.,90.0,-,0,-,0,-,0,-,0,-,0,-50,126,315.
2012.06,Lincoln,0.94,65,31.,26.,66.9,33.,52.5,38.,50.0,10.,60.5,39.,15.5,20.,74.4,43.,5.0,-,0,0,325,190.
2011.06,California,0.95,60,16.,24.,61.0,57.,18.2,48.,46.0,24.,43.9,19.,23.7,17.,65.3,15.,174.3,7.,76.9,0,509,165.
2010.06,California,0.94,56,51.,45.,46.0,53.,19.7,51.,51.0,-,0,-,0,-,0,-,0,-,0,0,117,395.
