date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2012,United Kingdom,0.95,97,40.,23.,41.,54.,10.,-,29.,50.,-,0,248,276.
2008,United Kingdom,0.95,72,68.,57.,-,-,-,-,-,-,-,0,48,382.
2007,United Kingdom,0.97,69,65.,64.,-,-,-,-,-,-,-,0,28,284.
2005,United Kingdom,0.93,57,17.,41.,37.,49.,18.,28.,9.,12.,14.,0,444,98.
2003,United Kingdom,0.86,34,22.,30.,17.,31.,20.,5.,11.,-,-,0,257,161.
2002,United Kingdom,0.87,35,40.,32.,-,-,-,-,-,-,-,0,40,186.
