date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,East,0.91,19,19.,19.,11.22,11.,51.12,19.,46.0,-,0,-,0,-,0,-,0,-,0,-20,88,459.
2019.07,East,0.93,25,24.,22.,47.23,25.,23.11,24.,46.5,-,0,-,0,-,0,7.,47.24,-,0,0,164,364.
2018.07,Italy,0.85,46,25.,19.,76.94,21.,46.21,32.,57.14,22.,44.34,24.,20.5,21.,53.0,17.,57.91,17.,44.68,-70,331,308.
2017.07,East,0.99,38,28.,31.,33.0,35.,28.4,29.,87.0,-,0,-,0,24.,4.5,14.,40.3,14.,42.7,0,236,348.
2016.07,East,0.89,28,23.,18.,45.2,25.,30.0,28.,24.0,18.,3.5,17.,2.5,17.,7.5,18.,14.0,-,0,0,127,359.
2015.09,Italy,0.87,43,36.,41.,37.8,39.,33.25,21.,102.41,-,0,-,0,33.,7.5,-,0,-,0,0,181,295.
2014.08,Hungary,0.90,38,29.,28.,42.91,27.,44.29,25.,97.0,12.,35.57,29.,7.02,18.,92.6,28.,16.0,-,0,0,335,212.
2013.08,Hungary,0.92,37,18.,30.,55.3,30.,49.6,28.,68.06,13.,52.0,22.,20.5,16.,90.2,15.,111.8,16.,7.0,0,454,187.
2012.08,Hungary,0.91,39,30.,31.,53.02,24.,58.5,37.,37.0,30.,26.43,30.,2.5,-,0,16.,69.93,14.,14.03,0,261,253.
2011.08,Hungary,0.89,28,20.,-,0,27.,14.67,28.,52.0,15.,53.07,24.,17.73,19.,26.38,11.,134.58,13.,70.52,0,369,182.
