date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.09,Japan,0.85,64,57.,55.,18.05,56.,32.6,59.,29.0,-,0,-,0,-,0,-,0,-,0,-10,70,329.
2019.08,Japan,0.96,87,63.,55.,16.3,68.,30.46,36.,67.0,61.,4.5,55.,8.57,54.,59.22,65.,1.0,-,0,0,187,376.
2018.09,Japan,0.95,86,66.,53.,18.11,76.,18.75,60.,47.0,54.,29.82,56.,4.1,62.,6.5,50.,59.9,53.,6.49,-40,151,367.
2017.09,Japan,0.92,83,41.,63.,14.01,82.,11.25,67.,49.0,31.,51.5,56.,9.16,43.,64.71,34.,103.08,23.,66.64,0,369,273.
2016.09,Japan,0.94,83,53.,46.,19.95,66.,18.75,67.,44.0,22.,45.82,28.,2.5,56.,30.09,-,0,-,0,0,161,352.
2015.09,Japan,0.95,75,38.,38.,25.92,44.,38.42,39.,61.0,40.,3.5,40.,2.5,1.,90.95,41.,11.0,26.,56.92,0,290,282.
2014.09,Japan,0.93,75,59.,73.,-100.0,48.,27.63,64.,32.0,41.,37.59,26.,22.92,36.,86.94,38.,10.0,-,0,0,117,305.
2013.09,Japan,0.93,69,30.,27.,31.59,32.,37.5,52.,49.0,34.,33.3,37.,2.5,44.,79.86,34.,112.19,8.,54.5,0,400,154.
2012.09,Japan,0.94,68,26.,64.,5.21,41.,27.63,49.,52.0,44.,15.84,38.,16.21,22.,86.14,21.,207.19,19.,52.51,0,463,150.
2011.09,Japan,0.95,65,30.,44.,31.7,35.,33.75,37.,63.0,44.,8.09,38.,9.68,33.,65.85,28.,109.12,15.,66.32,0,388,197.
2010.09,Japan,0.93,63,41.,55.,16.7,26.,41.25,37.,71.0,26.,31.41,11.,2.5,18.,102.23,61.,-25.0,-,0,0,240,245.
2009.09,Japan,0.92,58,33.,17.,56.0,22.,43.42,31.,78.0,28.,28.59,15.,25.09,22.,75.78,-,0,-,0,0,307,217.
2008.09,Japan,0.91,62,21.,31.,44.45,24.,37.5,15.,115.43,30.,3.5,20.,18.84,32.,24.15,18.,104.87,-,0,0,349,210.
2007.09,Japan,0.92,58,51.,54.,12.43,47.,23.68,46.,87.8,-,0,24.,2.5,33.,7.5,-,0,-,0,0,134,316.
