date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.05,Michigan,0.95,108,39.,23.,76.9,97.,27.0,11.,100.0,31.,72.0,10.,62.9,10.,89.5,-,0,-,0,0,428,144.
2023.08,Germany,0.85,27,9.,9.,83.0,23.,34.41,4.,90.0,10.,36.91,8.,32.0,4.,78.13,-,0,-,0,0,354,139.
2023.08,East,0.87,18,3.,3.,85.51,15.,40.79,12.,81.1,6.,62.86,3.,51.47,-,0,3.,136.65,1.,100.0,0,558,101.
2023.07,Austria,0.89,21,10.,9.,65.0,14.,29.7,7.,99.5,-,0,-,0,4.,59.2,-,0,-,0,-10,243,118.
2023.05,Michigan,0.95,114,12.,12.,77.6,38.,50.6,8.,110.0,63.,46.7,3.,66.8,27.,89.9,19.,163.0,4.,95.3,0,700,32.
2022.05,Michigan,0.93,89,8.,35.,69.7,49.,47.7,7.,115.0,34.,51.5,38.,30.9,22.,94.9,5.,211.8,13.,64.1,0,686,51.
2019.08,Austria,0.95,34,11.,27.,56.8,11.,62.9,8.,113.6,10.,47.7,6.,50.7,7.,81.8,-,0,-,0,0,414,68.
2019.07,East,0.93,25,2.,15.,80.32,11.,58.82,12.,115.5,5.,49.2,9.,39.67,7.,85.56,2.,290.61,3.,62.85,0,783,26.
2019.05,Michigan,0.97,108,8.,67.,60.5,40.,57.1,6.,117.0,76.,33.7,31.,36.9,7.,91.5,4.,211.3,12.,74.3,0,682,49.
2018.08,Germany,0.97,57,14.,42.,63.0,30.,51.8,6.,130.0,34.,33.87,16.,43.84,34.,37.33,13.,205.82,6.,82.04,0,648,71.
2018.08,Austria,0.94,30,21.,16.,76.0,18.,36.5,15.,88.0,-,0,-,0,14.,51.8,-,0,-,0,0,252,132.
2018.06,Canada,0.91,23,9.,5.,66.72,1.,75.0,5.,130.0,12.,57.24,9.,47.15,2.,120.34,9.,24.0,-,0,0,520,59.
2018.05,Michigan,0.97,114,6.,26.,67.6,11.,70.8,10.,100.0,51.,57.0,27.,37.8,24.,55.9,9.,171.6,4.,92.5,0,653,34.
2017.08,Germany,0.97,64,8.,34.,75.0,15.,60.79,11.,105.0,13.,60.26,18.,47.06,24.,51.17,10.,195.42,3.,84.01,20,659,67.
2017.08,Austria,0.97,31,5.,29.,63.0,14.,53.1,18.,92.3,18.,30.5,7.,66.6,14.,4.5,5.,155.5,1.,100.0,0,566,96.
2017.05,Michigan,0.98,109,43.,26.,68.7,6.,67.6,18.,100.0,37.,69.9,39.,34.9,17.,80.5,69.,11.0,-,0,0,433,120.
2016.06,Lincoln,0.92,69,19.,22.,70.6,15.,59.4,4.,130.0,8.,62.3,8.,42.3,9.,134.1,47.,2.0,-,0,0,501,123.
2016.06,Canada,0.90,25,8.,10.,63.3,2.,73.0,3.,130.0,1.,75.0,5.,30.15,2.,146.1,14.,17.0,13.,70.6,0,605,130.
2016.05,Michigan,0.98,114,59.,60.,63.4,26.,57.4,11.,105.0,21.,58.4,7.,37.6,19.,85.5,79.,10.0,-,0,0,417,183.
2015.08,Germany,0.97,71,52.,41.,57.62,48.,41.37,65.,50.0,-,0,7.,56.95,27.,35.07,-,0,-,0,-30,211,179.
2015.06,Canada,0.87,18,11.,6.,60.69,3.,72.0,3.,130.0,1.,75.0,2.,42.28,4.,126.55,12.,14.0,-,0,0,521,83.
2015.05,Michigan,0.95,108,28.,52.,73.2,21.,61.0,4.,125.0,17.,56.6,5.,37.7,3.,131.5,36.,22.0,-,0,0,507,62.
2014.08,Germany,0.98,74,29.,41.,63.77,26.,53.93,2.,144.0,21.,49.96,5.,58.93,13.,53.17,-,0,-,0,0,424,32.
