date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,Germany,0.90,26,2.,2.,99.0,23.,48.1,4.,120.0,6.,36.93,5.,35.88,2.,87.09,2.,226.97,2.,71.36,-20,705,30.
2022.08,East,0.91,19,3.,7.,76.53,10.,57.79,5.,134.0,5.,58.66,7.,48.02,3.,80.59,3.,244.43,3.,62.31,0,762,34.
2022.07,Austria,0.95,24,2.,5.,74.0,15.,38.7,4.,126.8,14.,41.1,4.,61.5,6.,79.9,2.,276.8,3.,67.4,0,766,65.
2021.08,East,0.91,23,11.,3.,98.0,12.,57.72,5.,123.0,9.,51.24,5.,53.97,5.,63.2,-,0,-,0,0,447,139.
2021.07,Austria,0.93,27,12.,5.,87.9,19.,21.1,11.,79.7,11.,40.0,6.,55.3,8.,58.0,-,0,-,0,0,342,126.
2019.08,Czech Republic,0.88,33,8.,4.,89.0,15.,60.0,7.,116.0,-,0,-,0,12.,63.19,5.,274.78,1.,100.0,0,703,81.
2019.08,Germany,0.97,60,37.,31.,77.55,33.,51.15,40.,60.0,38.,34.42,24.,35.1,34.,27.58,-,0,-,0,0,286,129.
2019.07,East,0.93,25,3.,14.,81.96,19.,46.63,8.,126.0,9.,41.01,7.,46.03,8.,81.78,4.,266.21,2.,68.5,0,758,59.
2018.08,Germany,0.97,57,18.,8.,93.0,38.,46.24,13.,105.0,38.,28.41,23.,39.39,27.,52.08,19.,145.95,11.,70.22,0,580,119.
2018.08,Austria,0.94,30,17.,27.,57.0,15.,42.1,13.,94.0,13.,31.4,15.,42.0,16.,49.2,-,0,-,0,0,316,194.
2018.07,East,0.92,28,17.,10.,83.0,17.,53.58,5.,118.5,15.,49.36,15.,37.22,24.,15.69,-,0,-,0,0,357,164.
2017.08,Germany,0.97,64,15.,26.,81.0,7.,66.93,22.,90.0,42.,32.27,24.,40.27,38.,24.33,18.,71.18,2.,86.71,0,493,131.
2017.08,Czech Republic,0.92,33,22.,18.,68.0,25.,45.0,13.,114.0,23.,42.68,12.,54.15,14.,62.13,-,0,-,0,0,386,158.
2017.07,East,0.99,38,19.,13.,81.0,21.,56.0,18.,112.0,20.,22.1,7.,55.2,21.,24.0,-,0,-,0,0,350,122.
2016.08,Germany,0.99,73,17.,35.,65.12,16.,60.6,24.,90.0,38.,43.22,51.,4.06,32.,41.72,21.,140.13,5.,81.8,0,527,67.
2016.08,Czech Republic,0.90,25,10.,11.,65.0,5.,67.0,6.,124.0,13.,31.44,17.,11.76,18.,7.88,9.,187.55,4.,75.66,0,570,73.
2015.09,Italy,0.87,43,13.,19.,77.49,6.,68.81,23.,99.31,18.,36.69,6.,38.64,8.,91.8,17.,24.0,2.,98.06,0,535,61.
2015.09,Czech Republic,0.88,22,5.,3.,73.4,4.,70.71,15.,104.44,17.,38.88,14.,42.48,5.,65.97,7.,207.36,1.,100.0,0,703,38.
2015.08,Hungary,0.90,37,11.,7.,77.0,16.,63.03,22.,91.22,25.,10.94,27.,11.85,18.,100.43,10.,217.43,8.,71.33,0,643,45.
2014.08,Hungary,0.90,38,14.,10.,72.79,7.,65.71,28.,86.0,23.,22.61,24.,18.05,23.,83.94,18.,157.37,6.,78.81,0,585,67.
