date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.07,United Kingdom,0.85,60,44.,53.,31.3,30.,62.1,22.,84.0,-,0,-,0,-,0,-,0,-,0,1,178,335.
2019.07,United Kingdom,0.85,64,36.,34.,67.2,44.,28.3,26.,86.0,24.,3.5,24.,8.1,29.,12.1,46.,1.0,-,0,0,206,388.
2017.07,Italy,0.91,43,31.,26.,67.0,11.,56.63,23.,90.0,-,0,-,0,-,0,-,0,-,0,0,214,342.
2016.07,United Kingdom,0.98,106,55.,28.,59.6,98.,27.6,50.,80.0,42.,23.2,44.,7.2,56.,7.5,39.,14.0,-,0,0,219,324.
2015.07,United Kingdom,0.94,92,55.,31.,54.1,35.,52.6,57.,65.0,-,0,-,0,41.,7.5,38.,6.0,-,0,0,185,356.
2012.07,United Kingdom,0.95,97,69.,27.,68.0,37.,48.0,79.,45.0,38.,18.9,32.,23.3,29.,7.5,38.,12.0,-,0,-53,170,365.
2011.07,United Kingdom,0.95,77,51.,6.,80.0,21.,55.2,50.,69.0,-,0,-,0,-,0,-,0,-,0,0,204,241.
2009.07,United Kingdom,0.96,78,34.,14.,72.0,10.,62.9,31.,91.0,-,0,-,0,45.,7.5,26.,183.9,-,0,0,417,163.
2008.07,United Kingdom,0.95,72,23.,53.,51.0,10.,57.94,40.,68.0,8.,60.65,38.,2.5,18.,60.15,19.,71.66,-,0,0,372,231.
2007.07,United Kingdom,0.97,69,66.,65.,27.52,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,28,317.
2006.07,United Kingdom,0.93,58,55.,43.,53.0,49.,38.6,-,0,-,0,-,0,-,0,-,0,-,0,0,92,263.
2005.07,United Kingdom,0.93,57,35.,57.,14.0,52.,20.97,40.,60.0,36.,25.14,32.,24.17,27.,53.43,15.,58.23,12.,9.49,0,265,148.
