date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2017,United Kingdom,0.85,62,59.,61.,55.,36.,-,-,-,-,-,-10,55,518.
2016,United Kingdom,0.98,106,91.,49.,82.,103.,-,-,-,-,-,0,109,458.
