date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.09,Japan,0.85,64,35.,46.,24.15,46.,40.76,44.,47.0,30.,4.5,28.,14.42,30.,52.77,33.,2.0,-,0,0,186,248.
2018.09,Japan,0.95,86,44.,48.,22.5,76.,18.75,68.,39.0,63.,4.5,46.,21.13,44.,50.02,31.,169.98,9.,74.7,0,401,199.
2017.09,Japan,0.92,83,45.,58.,17.38,60.,33.75,59.,55.0,55.,4.5,62.,3.5,47.,60.78,37.,93.4,13.,77.85,0,346,242.
2016.09,Japan,0.94,83,36.,64.,11.79,66.,18.75,78.,22.0,41.,3.5,-,0,46.,58.35,22.,153.13,22.,51.21,-20,299,329.
2014.09,Japan,0.93,75,74.,-,0,-,0,72.,6.0,-,0,-,0,-,0,-,0,-,0,0,6,497.
2013.09,Japan,0.93,69,63.,49.,14.81,32.,37.5,64.,26.0,-,0,-,0,-,0,-,0,-,0,0,78,470.
2012.09,Japan,0.94,68,63.,51.,21.74,65.,7.89,64.,21.0,-,0,-,0,45.,7.5,-,0,-,0,0,58,395.
2010.09,Japan,0.93,63,26.,43.,29.4,60.,15.0,54.,39.0,-,0,-,0,39.,52.55,18.,200.56,15.,75.99,0,412,240.
2009.09,Japan,0.92,58,50.,58.,-19.4,35.,31.58,46.,53.0,29.,28.24,30.,2.5,39.,7.5,-,0,-,0,0,103,402.
2008.09,Japan,0.91,62,53.,-,0,50.,18.75,49.,89.66,30.,3.5,25.,2.5,35.,7.5,-,0,-,0,0,122,381.
2006.09,Japan,0.90,50,49.,40.,35.86,48.,19.5,-,0,-,0,-,0,-,0,-,0,-,0,0,55,310.
2004.09,Japan,0.86,27,22.,24.,19.9,20.,38.7,21.,54.0,-,0,-,0,15.,7.5,-,0,-,0,0,120,226.
