date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,23.,47.,1.,12.,26.,4.,12.,43.,23.,0,522,121.
2019,Michigan,0.97,108,26.,67.,11.,19.,48.,47.,28.,35.,24.,0,532,160.
2018,Michigan,0.97,114,51.,85.,34.,17.,43.,44.,37.,70.,-,0,339,277.
2017,Lincoln,0.92,70,62.,67.,61.,53.,-,-,-,-,-,0,140,280.
2016,Michigan,0.98,114,54.,65.,54.,38.,38.,25.,14.,77.,39.,0,455,146.
2015,Michigan,0.95,108,43.,49.,78.,12.,50.,58.,51.,54.,18.,0,414,140.
2014,Michigan,0.97,107,35.,19.,43.,38.,57.,61.,40.,31.,35.,0,438,109.
2013,Michigan,0.97,104,27.,5.,53.,39.,59.,54.,54.,28.,9.,0,503,90.
2012,Michigan,0.98,104,22.,41.,57.,11.,61.,66.,40.,19.,16.,0,535,98.
2011,Michigan,0.97,97,58.,28.,53.,15.,56.,63.,56.,44.,-,0,294,118.
2010,Michigan,0.96,101,21.,48.,18.,41.,63.,24.,30.,17.,17.,0,555,56.
2009,Michigan,0.97,90,8.,63.,39.,12.,41.,38.,15.,5.,-,0,664,64.
2008,Michigan,1.00,104,62.,39.,75.,15.,-,-,36.,-,-,0,310,165.
2007,Michigan,0.99,105,70.,19.,35.,68.,71.,57.,60.,-,-,0,284,157.
2006,Michigan,0.99,118,52.,54.,69.,16.,59.,40.,25.,-,-,0,340,71.
2004,Michigan,1.00,129,31.,33.,7.,21.,38.,26.,8.,-,-,0,452,10.
2003,Australia,0.95,21,1.,4.,5.,5.,7.,1.,6.,3.,-,0,869,1.
2003,Michigan,1.00,111,4.,14.,2.,4.,13.,13.,12.,7.,-,0,810,2.
2002,United Kingdom,0.87,35,1.,2.,1.,1.,2.,1.,2.,2.,-,0,936,3.
2002,Michigan,0.99,121,3.,7.,19.,18.,29.,15.,19.,2.,-,0,773,4.
2001,United Kingdom,0.86,23,1.,4.,6.,1.,4.,2.,2.,4.,-,0,913,13.
2001,Michigan,1.00,108,27.,9.,45.,15.,9.,2.,11.,-,-,0,452,28.
2000,Michigan,0.99,94,24.,28.,45.,4.,5.,-,47.,24.,-,0,382,26.
1999,Michigan,1.00,89,16.,15.,19.,10.,-,-,17.,15.,-,0,579,22.
1998,Michigan,1.00,81,29.,25.,51.,3.,36.,20.,7.,-,-,0,443,38.
1997,Michigan,0.98,66,30.,40.,27.,6.,30.,29.,25.,-,-,0,284,30.
1996,Michigan,0.99,68,20.,3.,9.,3.,-,-,6.,-,-,0,397,18.
1995,Michigan,0.99,69,11.,18.,8.,27.,7.,14.,23.,8.,46.,0,639,7.
1994,Michigan,0.96,58,6.,19.,20.,4.,3.,6.,1.,13.,9.,0,661,7.
