date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2021,United Kingdom,0.85,32,23.,16.,22.,11.,-,-,-,-,-,0,227,322.
2019,United Kingdom,0.85,64,34.,8.,57.,13.,-,-,-,27.,-,0,228,218.
2018,Germany,0.97,57,30.,45.,45.,13.,25.,25.,23.,-,-,-10,334,105.
2018,United Kingdom,0.88,70,6.,16.,31.,20.,18.,32.,6.,4.,11.,0,652,45.
2017,United Kingdom,0.85,62,2.,36.,24.,4.,7.,2.,2.,1.,6.,0,838,71.
2016,Czech Republic,0.90,25,13.,13.,10.,15.,16.,4.,9.,-,13.,0,441,167.
2016,United Kingdom,0.98,106,46.,56.,35.,36.,52.,24.,43.,41.,-,0,286,163.
2015,United Kingdom,0.94,92,7.,57.,16.,24.,10.,12.,15.,3.,24.,-10,670,84.
2014,United Kingdom,0.98,90,19.,59.,5.,28.,32.,22.,29.,22.,19.,0,397,204.
2013,United Kingdom,0.97,83,33.,10.,49.,24.,33.,39.,38.,17.,-,0,356,239.
2012,Germany,0.98,76,52.,18.,59.,39.,17.,51.,-,-,-,0,266,273.
2012,United Kingdom,0.95,97,43.,21.,68.,52.,36.,44.,27.,33.,-,0,226,271.
2011,Germany,0.96,74,47.,35.,68.,47.,46.,53.,39.,-,-,0,243,224.
2011,United Kingdom,0.95,77,45.,42.,29.,48.,39.,25.,26.,38.,-,-2,218,196.
2010,Germany,0.97,75,25.,7.,22.,33.,13.,57.,12.,-,6.,0,442,135.
2010,United Kingdom,0.97,72,37.,37.,36.,31.,-,-,25.,-,-,-10,233,148.
2009,Germany,0.98,77,19.,25.,14.,16.,15.,28.,40.,22.,19.,0,607,93.
2009,United Kingdom,0.96,78,57.,16.,29.,47.,-,-,45.,-,-,-12,191,136.
2008,Germany,0.94,77,21.,58.,35.,30.,33.,12.,25.,18.,31.,0,611,60.
2008,United Kingdom,0.95,72,11.,14.,17.,35.,23.,8.,12.,14.,-,0,559,90.
2007,Germany,0.95,53,25.,10.,8.,21.,16.,27.,6.,-,-,0,424,136.
2007,United Kingdom,0.97,69,30.,1.,10.,31.,38.,28.,23.,-,-,0,347,163.
2006,United Kingdom,0.93,58,40.,15.,47.,27.,-,-,36.,-,-,0,208,161.
2005,United Kingdom,0.93,57,22.,3.,42.,24.,21.,15.,12.,-,-,0,415,101.
2004,Australia,0.93,22,16.,4.,12.,9.,16.,12.,12.,-,-,0,288,96.
2004,United Kingdom,0.90,53,13.,1.,6.,15.,6.,17.,8.,-,-,0,476,79.
2004,Michigan,1.00,129,85.,25.,63.,12.,92.,-,-,-,-,0,246,94.
2003,United Kingdom,0.86,34,8.,9.,6.,6.,6.,6.,10.,-,-,0,439,57.
2002,United Kingdom,0.87,35,17.,8.,11.,5.,1.,17.,12.,-,-,0,456,55.
2002,Michigan,0.99,121,44.,42.,45.,18.,25.,17.,48.,-,-,0,332,52.
2001,United Kingdom,0.86,23,9.,12.,3.,21.,9.,5.,6.,10.,-,0,527,40.
2000,Michigan,0.99,94,36.,30.,32.,8.,47.,-,39.,-,-,0,321,60.
1999,Michigan,1.00,89,67.,56.,33.,41.,-,-,65.,-,-,0,166,72.
1998,Michigan,1.00,81,54.,76.,22.,24.,41.,41.,34.,-,-,0,278,55.
