date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.90,43,4.,21.,20.,3.,2.,19.,8.,4.,12.,0,755,16.
2019,Michigan,0.97,108,22.,24.,56.,19.,30.,6.,27.,22.,46.,0,578,74.
2018,Lincoln,0.93,66,15.,25.,12.,11.,10.,3.,3.,23.,21.,0,553,83.
2018,Michigan,0.97,114,46.,56.,79.,10.,46.,70.,80.,57.,21.,0,364,87.
2017,Lincoln,0.92,70,20.,18.,33.,1.,3.,2.,2.,49.,-,0,569,52.
2017,Michigan,0.98,109,6.,49.,71.,10.,5.,12.,22.,8.,15.,0,730,19.
2016,Lincoln,0.92,69,14.,46.,7.,6.,11.,5.,4.,24.,12.,0,585,37.
2016,Michigan,0.98,114,16.,47.,32.,12.,50.,5.,18.,27.,40.,0,624,13.
2015,Lincoln,0.94,64,1.,30.,16.,12.,7.,3.,1.,1.,4.,0,890,16.
2015,Michigan,0.95,108,37.,53.,27.,18.,22.,1.,5.,-,-,0,454,60.
2014,Lincoln,0.94,66,5.,25.,20.,16.,5.,18.,5.,4.,10.,0,799,32.
2014,Michigan,0.97,107,15.,43.,53.,38.,22.,19.,9.,16.,26.,0,637,56.
2013,Lincoln,0.93,60,20.,34.,20.,7.,1.,12.,10.,32.,24.,0,545,111.
2013,Michigan,0.97,104,39.,38.,8.,10.,57.,20.,24.,52.,40.,0,419,138.
2012,Lincoln,0.94,65,28.,5.,29.,38.,7.,17.,29.,25.,-,0,344,125.
2012,Michigan,0.98,104,30.,31.,82.,28.,23.,35.,43.,27.,34.,0,479,71.
2011,California,0.95,60,10.,16.,42.,25.,3.,12.,15.,10.,19.,0,608,56.
2011,Michigan,0.97,97,22.,20.,90.,63.,36.,52.,21.,25.,3.,-20,509,85.
2010,California,0.94,56,20.,11.,6.,7.,4.,10.,13.,-,-,0,441,96.
2009,California,0.93,45,12.,10.,28.,14.,5.,9.,21.,15.,-,0,547,61.
1992,Michigan,1.00,10,5.,-,-,-,-,-,-,-,-,0,526,5.
