date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Japan,0.96,87,7.,37.,61.,33.,11.,29.,11.,4.,17.,0,624,39.
2018,Japan,0.95,86,8.,64.,13.,5.,11.,15.,18.,10.,15.,-20,710,50.
2017,Japan,0.92,83,26.,79.,42.,37.,13.,12.,12.,11.,20.,0,517,173.
2016,Japan,0.94,83,38.,23.,66.,22.,12.,9.,44.,44.,-,0,289,218.
2015,Japan,0.95,75,33.,62.,34.,23.,27.,-,1.,37.,22.,0,322,169.
2014,Australia,0.89,22,17.,20.,14.,17.,10.,12.,13.,-,-,0,340,108.
2014,Japan,0.93,75,6.,54.,6.,5.,19.,36.,10.,5.,11.,0,735,31.
2013,Japan,0.93,69,11.,66.,47.,10.,1.,6.,32.,14.,20.,0,590,59.
2012,Japan,0.94,68,18.,18.,41.,41.,8.,21.,26.,26.,11.,0,531,50.
2011,Japan,0.95,65,11.,9.,23.,22.,16.,43.,22.,16.,2.,0,629,29.
2010,Japan,0.93,63,5.,35.,4.,26.,5.,8.,8.,4.,6.,0,747,39.
2009,Japan,0.92,58,7.,34.,27.,25.,11.,14.,6.,6.,-,0,637,110.
2008,Japan,0.91,62,26.,36.,45.,19.,16.,25.,21.,-,-,0,285,199.
2007,Australia,0.92,22,17.,19.,20.,14.,10.,9.,14.,-,-,0,266,185.
2007,Japan,0.92,58,11.,45.,50.,34.,24.,-,8.,4.,-,0,595,154.
2007,United Kingdom,0.97,69,63.,60.,-,57.,-,-,-,-,-,0,58,271.
2006,Japan,0.90,50,40.,42.,35.,24.,-,-,-,-,-,0,172,210.
2006,Michigan,0.99,118,91.,109.,50.,40.,-,-,76.,-,-,0,193,135.
2005,Japan,0.85,39,7.,26.,17.,8.,-,-,1.,6.,-,0,677,86.
2004,Japan,0.86,27,25.,23.,26.,25.,-,-,-,-,-,0,77,233.
