date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2021,United Kingdom,0.85,32,5.,7.,6.,5.,-,-,11.,6.,-,0,519,143.
2019,Czech Republic,0.88,33,10.,16.,23.,6.,12.,4.,15.,7.,15.,0,676,162.
2019,Germany,0.97,60,45.,46.,47.,31.,-,-,31.,-,-,0,214,309.
2019,United Kingdom,0.85,64,20.,4.,6.,10.,18.,3.,-,39.,-,0,355,274.
2018,East,0.92,28,22.,21.,18.,27.,23.,19.,15.,13.,-,0,300,285.
2018,United Kingdom,0.88,70,26.,6.,4.,44.,23.,6.,16.,29.,-,-1,347,268.
2017,Czech Republic,0.92,33,31.,23.,5.,17.,31.,26.,29.,-,-,0,262,309.
2017,United Kingdom,0.85,62,25.,50.,5.,9.,-,13.,27.,-,-,0,229,319.
2016,Czech Republic,0.90,25,14.,20.,4.,8.,17.,18.,11.,-,-,0,342,292.
2016,United Kingdom,0.98,106,60.,50.,16.,36.,-,-,-,-,-,0,210,357.
2015,United Kingdom,0.94,92,71.,53.,23.,77.,-,-,-,-,-,0,137,428.
2014,United Kingdom,0.98,90,66.,54.,73.,67.,-,-,37.,40.,-,0,159,445.
2013,United Kingdom,0.97,83,82.,83.,82.,80.,46.,46.,47.,56.,-,0,45,488.
2003,United Kingdom,0.86,34,29.,31.,23.,28.,19.,15.,17.,-,-,0,186,157.
