date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Australia,0.90,13,5.,11.,5.,5.,6.,2.,2.,7.,2.,0,588,40.
2018,Australia,0.91,18,6.,10.,1.,6.,4.,6.,2.,9.,10.,0,775,13.
2017,Australia,0.88,16,3.,8.,3.,2.,7.,6.,2.,3.,7.,0,730,18.
2016,Australia,0.90,32,4.,8.,6.,7.,6.,4.,2.,4.,10.,0,806,14.
2015,Australia,0.92,29,9.,14.,9.,9.,-,-,6.,4.,11.,0,661,28.
2014,Australia,0.89,22,6.,7.,12.,4.,3.,9.,2.,5.,12.,0,723,28.
2013,Australia,0.87,23,2.,15.,20.,2.,5.,3.,3.,2.,-,0,754,38.
2012,Australia,0.88,21,7.,12.,14.,8.,2.,7.,7.,9.,-,0,618,74.
2011,Australia,0.87,23,9.,19.,17.,13.,2.,18.,13.,5.,14.,0,532,164.
2010,Australia,0.90,27,13.,20.,17.,18.,11.,8.,12.,-,-,0,295,285.
2009,Australia,0.89,21,18.,19.,10.,11.,-,-,-,-,-,0,142,351.
2008,Australia,0.94,24,18.,21.,16.,16.,-,-,14.,-,-,0,185,333.
2006,Australia,0.93,27,26.,18.,27.,27.,-,-,15.,-,-,0,109,283.
2005,Australia,0.92,24,19.,9.,22.,16.,-,16.,14.,-,-,0,208,193.
2003,Australia,0.95,21,17.,16.,21.,19.,15.,15.,16.,-,-,0,225,133.
