date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Germany,0.97,60,42.,43.,15.,15.,-,-,-,-,-,0,229,331.
2018,Australia,0.91,18,14.,16.,10.,4.,10.,15.,16.,17.,-,0,326,318.
2017,Australia,0.88,16,13.,10.,7.,13.,-,-,-,12.,-,0,190,391.
2017,Germany,0.97,64,60.,22.,18.,55.,-,-,-,-,-,80,122,376.
2016,Germany,0.99,73,45.,40.,13.,39.,37.,41.,53.,-,-,0,268,281.
2015,Germany,0.97,71,43.,8.,10.,21.,-,-,-,-,-,0,245,300.
2014,Germany,0.98,74,58.,38.,62.,54.,48.,56.,-,-,-,0,192,321.
2013,Italy,0.94,42,20.,2.,11.,19.,25.,-,25.,18.,-,0,325,293.
2012,Italy,0.90,37,29.,3.,15.,37.,26.,28.,22.,21.,-,0,222,371.
2011,Italy,0.92,49,45.,35.,29.,49.,-,-,-,-,-,0,148,376.
2010,California,0.94,56,47.,8.,49.,55.,-,-,-,-,-,0,151,352.
